0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,ITEM_ID
0.066475414,-0.12839325,0.10987949,-0.063290074,0.19134204,-0.0584419,0.16607483,-0.09722658,0.10963487,0.13116121,0.3084277,-0.0852287,0.16985983,0.15466699,0.035731435,-0.0778743,0.19653027,-0.076599866,-0.025821961,0.03885625,-0.16663155,0.1021481,0.055195194,0.031141857,-0.14081575,0.08104713,-0.03780002,-0.018863399,0.06454276,-0.27605215,0.06976999,-0.21165863,-0.076298535,0.035273466,-0.06123789,0.026222032,-0.29054663,0.018348714,0.14940497,0.08494898,0.105863586,0.024956727,0.17130713,-0.3164342,-0.013044483,-0.0742066,0.031610705,-0.04196062,-0.09200062,-0.060323987,0.080679856,-0.093385994,-0.10671195,0.082551286,0.054537304,0.057156887,0.010595965,0.16418786,0.064800255,-0.20010509,-0.12241702,-0.09527911,-0.0012949383,0.1562962,7443
0.15485188,-0.087055996,0.13477443,-0.02877941,0.20666176,-0.058152713,0.1592795,-0.010280588,-0.06370464,0.041532516,0.13514684,-0.124438256,0.16867329,0.12433442,0.02055435,-0.057474308,0.11800296,-0.17084806,-0.065811425,0.12007374,-0.07742824,-0.0069467006,0.023295293,-0.06795536,-0.19934195,-0.11460688,-0.08326436,-0.057673745,0.2007988,-0.2483247,-0.042931613,-0.21435545,-0.0895375,0.015035466,-0.08932908,0.016723182,-0.13884068,-0.0264244,-0.11995867,0.17129607,0.0095970305,-0.03288928,-0.0026576659,-0.28155953,-0.050357282,-0.03538686,0.113651864,-0.029007597,0.024570197,-0.033041056,0.12189531,-0.22124495,-0.10452525,-0.123615704,0.036148053,0.19721918,0.019250104,-0.14113428,0.29158586,-0.059605516,0.10002189,-0.22504623,-0.08175059,0.13571376,9784
0.09301103,-0.15206495,0.1458877,-0.009477671,0.0111270975,0.044642273,0.25118414,-0.12449748,0.047268458,0.12879895,0.27556852,-0.06670181,0.15332136,0.10531597,-0.056407675,0.03226468,0.08649906,-0.15768908,-0.04423715,0.048082057,-0.1934965,-0.020184109,0.07294879,0.03677775,-0.11212436,0.11494886,0.00026695587,-0.06024211,0.22789468,-0.24880762,0.01539969,-0.33605006,-0.07833378,-0.020005971,-0.14306489,0.046502948,-0.1681731,-0.070926584,0.004348328,0.024407566,-0.021318508,-0.06019174,0.054673936,-0.33741105,-0.052365582,-0.07804588,0.0783397,-0.114926845,0.043204863,0.036843415,0.025453871,-0.16797377,-0.12665135,0.026266344,0.018664347,0.097805165,-0.11688849,-0.034560747,0.21068713,-0.10982616,0.019327447,-0.08714339,0.04439899,0.1959182,8367
0.11239003,-0.07096226,0.07165044,-0.09602252,0.079756685,-0.07206681,0.1252178,-0.1319866,-0.058705762,0.06827533,0.2539454,-0.22127436,0.1880227,0.12901574,0.06567937,-0.04861404,0.12385451,-0.14426976,0.022407552,0.1113703,-0.05381288,0.089839794,0.06703371,-0.09094018,-0.24489096,-0.01698352,-0.055960573,-0.11851627,-0.042786997,-0.19956623,0.0031445767,-0.21634656,-0.13909987,0.024139933,-0.17124614,-0.03020905,-0.13051325,-0.10775625,-0.021569567,0.031899516,-0.15159214,-0.118418604,-0.009205337,-0.24399409,-0.017937498,-0.11655937,0.047810175,-0.044257283,-0.05702777,-0.038316213,0.047723103,-0.2820034,-0.16204046,-0.0500357,-0.03976923,0.19921802,0.07497652,0.0041160304,0.20834135,0.09933737,-0.057233464,-0.265673,-0.05528047,0.13015163,1092
0.14759454,-0.15946409,0.14240225,0.012292483,0.11564985,-0.06846398,0.20424502,-0.07215967,0.020212196,0.08716938,0.20756558,-0.117006935,0.20203279,0.12695335,-0.048381142,-0.024295578,0.14373116,-0.18086623,-0.086642385,0.073753454,-0.15695976,0.08312731,0.05596907,0.014137697,-0.18283017,0.041777756,-0.06489468,-0.06311898,0.12704039,-0.30117336,-0.0115226,-0.34389368,-0.09025603,0.0050894236,-0.13176842,0.045532133,-0.17767031,-0.074831106,-0.021854129,0.046302285,0.065710425,0.011022783,0.058481466,-0.2996462,-0.029572852,-0.11929621,0.0979483,-0.071460225,-0.049530495,0.0366646,0.073385365,-0.18808225,-0.12554945,0.028571889,0.087443404,0.078771524,0.0154191945,0.04247065,0.14718038,-0.113966815,-0.015861005,-0.11269227,-0.029278079,0.22930911,8619
0.21237642,-0.17309459,0.12973574,-0.014789881,0.17260721,-0.0640274,0.19626814,0.009086807,0.021210046,0.07462936,0.1653599,-0.08166218,0.18430285,0.10368835,-0.039617818,0.000990777,0.1548292,-0.17737469,-0.046979897,0.051844385,-0.14383176,0.037243485,0.0135136265,0.0029692438,-0.15157562,-0.047758732,-0.08635186,-0.04590724,0.17974663,-0.2953574,-0.017388934,-0.2993912,-0.10367728,0.020612976,-0.12417028,0.0847303,-0.15073578,-0.08550226,-0.114763804,0.107623555,0.08036104,-0.03572003,0.06374262,-0.2737994,-0.05782516,-0.08891195,0.13351686,-0.0341196,0.0018410331,0.033067077,0.14339857,-0.18408197,-0.1314399,-0.0042466414,0.061549462,0.12278233,-0.013813955,-0.02838145,0.21237224,-0.14634751,0.037188288,-0.116875015,0.018645711,0.20493536,9212
0.08339398,-0.13883913,0.1328159,-0.022795659,0.08742659,-0.020190822,0.2481708,-0.15621947,0.054693077,0.11723495,0.27614042,-0.05167427,0.18279153,0.11355309,-0.037073217,-0.015304321,0.0653673,-0.09551085,-0.037096392,0.010635251,-0.22131762,0.0008394478,0.074910305,0.05327551,-0.09902441,0.12997419,-0.0048878454,-0.077109404,0.1713765,-0.28128967,0.049208734,-0.30221877,-0.096043274,0.0055988505,-0.09360946,0.026185429,-0.26346186,-0.015876383,0.1295193,0.007660538,0.05950866,0.015105076,0.10792569,-0.3666736,-0.037989773,-0.09370311,0.033704218,-0.12243175,-0.07274001,-0.009181361,0.049591165,-0.11690765,-0.11738442,0.0299293,0.07367384,0.045755833,-0.051136147,0.046953537,0.12898211,-0.16124126,-0.030675672,-0.00609295,0.020522084,0.1917886,7016
0.06527773,-0.16352157,0.11072667,-0.087149054,-0.043751527,-0.04871974,0.16824725,-0.2625535,0.030502982,0.018609613,0.2290648,-0.28162107,0.202327,-0.015862659,-0.087523416,-0.050450087,0.16232963,-0.19958682,0.045884844,0.035235077,-0.11738523,0.10353813,0.069007844,0.0012088702,-0.03141264,0.10313261,-0.013961867,-0.068658136,-0.079790935,-0.16101937,0.0050562145,-0.3124752,-0.07008103,-0.015789945,-0.17086568,-0.040050212,-0.12931873,-0.15534592,0.101000786,-0.101345986,0.0513764,-0.00018882063,-0.026643934,-0.25386262,0.06815065,-0.17709062,-0.017913744,-0.13849936,-0.17858885,0.044911265,-0.13931006,-0.12030778,-0.17969094,-0.006973067,0.08147267,0.046550862,0.015771715,0.056261472,0.03574114,0.122176334,-0.041981574,-0.0033151396,-0.00834996,0.2586264,4590
0.11969725,-0.138578,0.07428728,-0.091088094,0.030437067,-0.10482116,0.14072599,-0.23214145,0.06529551,0.07032513,0.23769324,-0.23421971,0.22419749,0.09657965,-0.07095728,-0.05616391,0.14892672,-0.13044049,0.04463681,0.022611957,-0.15490384,0.13125451,0.081850596,0.014230985,-0.10309824,0.1198459,-0.029196836,-0.055497184,-0.13180417,-0.23302011,-0.004500733,-0.27406502,-0.0620601,0.019614723,-0.120531105,0.020668687,-0.23621057,-0.08106916,0.12999497,-0.033012804,0.030710133,-0.003366057,0.079475924,-0.2529195,0.04257048,-0.15199564,-0.005958935,-0.13075593,-0.19191504,-0.030059116,-0.032051805,-0.08821843,-0.13268332,0.025464505,0.05339116,0.033210635,0.062705934,0.22427037,-0.022450937,0.007431038,-0.13700967,-0.04203155,0.010746822,0.2368974,5278
0.112791285,-0.14380899,0.11220849,-0.027811518,0.0307735,-0.06435489,0.21267377,-0.23309974,0.07169689,0.08942368,0.23576358,-0.07076957,0.18115367,0.10754447,-0.058137957,-0.0006130099,0.081034295,-0.14427572,0.024863591,0.0050919997,-0.2294782,0.04144842,0.07601149,0.031808432,-0.087615535,0.13132037,0.008465551,-0.13827226,0.07335546,-0.264684,0.046190485,-0.3050022,-0.095406316,0.032153606,-0.113325834,0.031978972,-0.22944255,-0.09414032,0.13841784,-0.02970025,0.010693818,-0.0043628193,0.042223852,-0.38290876,-0.041675128,-0.12406878,0.028778695,-0.15256311,-0.08131361,-0.019938398,0.023468984,-0.12072874,-0.12195789,0.026589116,0.044866987,0.0101629365,-0.06273879,0.08530528,0.06838929,-0.08414328,-0.05054867,0.00783694,0.04030459,0.24661443,8322
