0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,CUSTOMER_ID
0.30565742,-0.22317316,-0.32102317,0.03869344,-0.13668618,-0.2140584,-0.19678017,0.028408423,-0.16201723,0.000875663,-0.36576408,-0.26663387,-0.33123377,-0.4997948,-0.22200584,0.29430878,34402
0.42192048,-0.5117643,-0.13587037,-0.11175921,-0.23823266,-0.3069532,-0.3137572,0.087121636,-0.12688997,-0.032003097,-0.35340947,-0.3407608,-0.5313047,-0.5960063,-0.18845151,0.045092463,39885
0.048081815,-0.5959622,-0.33520177,0.2900111,-0.13386421,0.04268441,-0.27290615,0.36511594,0.080677584,-0.017445244,-0.5170889,-0.36882222,-0.24004436,-0.3009596,-0.106466934,-0.11135216,69389
0.22522074,-0.06521361,-0.01013653,0.072905846,0.33619535,-0.41752705,-0.16402632,0.0813156,-0.00073696673,0.35555306,-0.22727706,-0.1396797,-0.060014643,-0.3025149,-0.366997,0.2083493,93804
0.25740477,-0.375635,0.12634693,0.05750066,0.3015494,-0.37110165,0.22584695,-0.29969072,-0.30493906,0.2081265,-0.38552618,-0.19583255,-0.49866903,-0.49537048,-0.3001606,0.18197125,81394
-0.1749106,-0.86240625,-0.258555,0.023033805,-0.26718286,0.060864054,-0.49271536,0.43737757,-0.15576313,0.11178163,-0.44955963,-0.3535077,-0.4062936,-0.0043675005,-0.061866134,-0.30764169,24215
0.05528012,-0.3172541,-0.07229976,-0.10795908,-0.07313247,0.0493137,-0.34564158,0.060093783,-0.085573174,0.2881381,-0.15188065,-0.298361,-0.39220798,-0.22996503,-0.07677505,0.24638544,17142
0.26799738,-0.45834818,-0.037038185,-0.043223605,-0.58126837,-0.4923588,-0.62947834,0.66264385,0.041802317,0.5353347,-0.7238796,-0.25674945,-0.6505824,-0.16152672,-0.5428431,0.5636567,70318
0.041272998,-0.3245461,-0.28162938,0.36521822,0.104069695,0.14683242,-0.27183533,0.38067472,0.1351846,0.21371475,-0.19426408,-0.3479023,0.0018251166,-0.27464336,-0.42551255,0.096068606,91977
0.099270254,-0.25182787,0.083617434,-0.06330674,0.36045793,-0.55615556,-0.15675254,0.12323603,-0.079420924,0.6288471,-0.0688967,-0.09746529,-0.27123973,-0.8096611,-0.1186185,0.6258819,60839
0.17018077,-0.79300386,-0.09999632,0.3484972,-0.63912606,-6.826222e-05,-0.30820945,0.772563,0.33489448,0.111166716,-0.9944614,-0.60107815,-0.46851122,-0.45611686,-0.066802844,0.08936697,82536
0.4542184,-0.44012827,-0.25831038,0.04421497,0.076945074,0.03196092,-0.044427045,-0.28286785,0.14134538,0.09682638,-0.53433526,-0.30553436,-0.118665576,-0.22733118,-0.32069185,0.13970111,48163
0.40607452,-0.39555675,-0.17457521,0.073180534,-0.2473606,-0.2588364,-0.3582217,0.15560007,-0.034363914,-0.028435875,-0.5505645,-0.18750526,-0.35468435,-0.12840152,-0.18970412,0.05228758,25204
0.21514675,-0.3768702,-0.22605456,-0.08057982,-0.41681117,-0.359389,-0.7265997,0.19678873,0.01810202,0.11615954,-0.7880933,-0.073904395,-0.46254462,-0.5647926,-0.28847784,0.53362554,79222
0.1422454,-0.28847402,-0.26159582,0.03899702,-0.047692657,-0.27914765,-0.37171465,0.35880125,0.21791561,0.23171544,-0.32906032,-0.21089087,0.19746703,-0.13703759,-0.2647075,-0.022059545,28442
0.28023502,-0.307915,-0.24403468,0.029609494,0.31977063,-0.28479105,-0.21675454,0.088866875,0.13330784,0.2656433,-0.3085363,-0.39062652,0.17688306,-0.37879172,-0.3784948,0.07589598,98616
0.4797705,-0.3199267,0.04945738,-0.08163871,0.11740367,-0.5964839,-0.32207593,-0.0762444,-0.19603552,0.21836197,-0.14727047,-0.22799675,-0.22764695,-0.84419715,-0.28831854,0.5817041,83799
0.25856018,-0.43044627,-0.3230393,0.10915141,0.20328659,0.0023804381,-0.30537176,-0.040508464,0.11291247,0.040727653,-0.37930787,-0.3038985,0.08523981,-0.17238413,-0.27539095,-0.015188456,35716
0.09415975,-0.05162972,0.016074304,0.043313153,0.3399769,-0.44471413,-0.34303683,0.292545,0.07139884,0.35466695,-0.14054981,-0.3397249,-0.11832581,-0.22570336,-0.31637344,0.22832471,98687
0.19829938,-0.13560753,-0.24435231,0.10554242,0.20500284,-0.048868842,-0.3083971,0.05273469,0.24274738,0.16822638,-0.2373447,-0.2275709,0.0060852915,-0.23175098,-0.36790574,0.15238088,83131
-0.12514159,-0.77890563,-0.12707174,-0.2351031,-0.5979265,-0.3436946,-0.520441,0.8607564,-0.21610242,0.17488877,-0.6902299,-0.26608175,-0.6861461,0.0052051544,-0.19546789,0.09230906,88114
0.004649937,-0.25132287,-0.14752135,0.0013168082,0.011920378,0.036892407,-0.31209713,0.18496373,0.24002811,0.25588897,-0.3372724,-0.3375098,-0.23412332,-0.079082966,-0.13871002,0.04633823,46156
0.20783715,-0.23607746,0.040807582,0.030107722,-0.048403524,-0.17663923,-0.31928092,0.2969476,0.34726483,0.23359193,-0.34448108,-0.5056821,-0.053810954,-0.13218786,-0.19895416,0.0057519227,40414
