iid,cluster
7266,10
4328,17
2941,3
9555,12
2614,12
2720,10
5614,0
3835,10
3344,5
5089,16
2301,10
4436,17
7439,13
5178,13
3801,0
5286,3
5777,5
3372,5
1853,17
1999,14
2587,14
6442,13
3417,12
4169,6
7784,16
2143,7
2726,10
8281,12
7398,14
9778,14
1885,16
7617,13
2499,10
9633,12
4195,6
3987,18
6494,0
3795,3
3168,12
8337,5
9771,4
3772,5
9988,6
7170,16
4732,13
9031,10
8948,0
7582,6
3248,6
8024,10
7608,17
1335,10
9525,10
2199,0
7065,5
1267,5
6860,10
9613,17
3764,18
5222,6
6698,13
3532,6
4564,5
6253,15
6196,6
9424,10
2875,0
8427,10
1040,6
1246,10
2601,12
5792,5
4191,10
5152,4
8055,5
5408,6
1637,18
1296,16
3582,14
2157,19
5757,10
9091,4
6717,10
7964,12
4103,18
9442,10
6476,18
2124,12
9838,18
8954,5
6820,12
2276,16
2735,13
8663,6
4240,6
3395,16
9881,10
3807,17
4009,6
1993,16
4991,17
4526,13
4897,3
3431,10
7846,14
5037,14
2922,13
6455,16
2209,16
4182,10
9138,16
2631,13
7283,13
6203,12
9041,3
8529,6
7108,4
4648,16
7469,13
2426,14
9249,13
4968,12
7373,17
4560,10
7007,18
3041,14
4435,12
6834,7
2901,16
8556,17
6440,0
5888,16
9038,6
1763,18
8638,9
5046,10
5599,0
7842,10
1027,16
2201,12
1851,10
1384,5
5789,5
1262,12
3240,10
7790,6
8728,5
4371,4
1544,12
7320,7
5504,13
1302,10
5728,5
2058,10
1989,12
5209,12
1774,5
1498,5
6715,16
2920,6
7412,6
3378,13
8669,10
8344,0
2229,6
7024,5
6080,17
9648,6
4901,10
3581,16
2478,6
1135,14
5101,5
8041,5
3845,6
5181,13
6932,12
3175,10
5708,13
2821,5
5760,6
3803,3
8907,6
5335,16
3416,3
2593,14
7353,5
7506,0
1513,16
1466,13
2494,13
7330,10
9219,12
8458,17
7643,18
8711,12
3576,14
3211,12
2936,13
8470,12
9718,13
5869,6
2914,16
7436,12
8782,12
8492,10
5965,12
5664,5
2039,17
2232,3
5125,12
2945,3
2706,17
9321,18
1600,17
1074,10
2889,5
1412,3
8680,10
3126,12
2556,12
9143,12
2269,0
1576,18
5978,0
2248,3
3951,18
6808,7
2526,3
1627,10
9619,3
2716,10
2219,13
7546,18
2546,5
3899,3
6040,0
6979,6
8013,5
9340,17
4120,10
9451,5
7895,3
5056,10
4287,0
9418,6
1402,5
9645,13
5043,5
8208,13
4372,13
2664,10
3729,10
3874,12
5470,6
7171,10
8541,5
5991,17
2085,10
1777,18
6986,6
6344,5
1856,17
4692,17
7287,0
2684,3
7899,5
2361,16
5551,3
3295,6
2775,18
3891,16
3500,12
7441,16
2965,5
4444,0
5626,16
2845,0
1254,3
3662,10
4378,13
3584,0
7690,12
5950,5
5764,10
7852,17
7215,13
7208,18
7766,10
7078,0
9821,0
8885,5
4230,12
9621,14
1964,10
3529,10
1025,12
9398,6
2197,12
2624,6
1330,10
8072,6
6669,6
8637,10
1618,14
9049,12
2053,3
5476,17
1169,18
4899,14
2319,10
5186,5
7347,10
2541,6
3206,10
4860,14
4286,12
8075,17
2120,17
5148,10
3714,3
1573,0
8436,16
4743,10
2700,12
8735,4
3306,6
9209,3
2779,10
6197,0
9883,16
9372,10
1165,4
7298,10
8646,10
9513,16
5544,3
1559,10
6622,10
8296,3
7476,10
7484,10
1963,18
5753,0
2956,3
5852,10
5866,12
3878,18
3052,13
2811,5
1707,10
1761,17
9895,18
8880,16
4937,0
9593,5
6562,17
9367,0
2557,12
1792,18
1073,5
9159,7
3218,5
5556,10
5283,7
9572,10
2309,18
3751,5
5627,14
5702,17
1938,14
7227,3
5165,14
9544,12
5230,3
8849,9
9215,18
7463,17
1521,17
7281,12
1809,5
3490,16
5707,10
9316,17
6439,14
2815,10
9535,5
3053,4
2949,3
6563,10
6420,3
3900,12
7517,3
8014,10
2404,0
7031,18
2864,18
8050,17
6560,5
1537,18
3910,3
1722,6
1781,3
4165,10
8380,14
5711,3
6087,12
6038,0
3179,10
2491,5
3324,3
7058,17
4559,5
9979,3
9136,6
7368,16
7257,4
8565,12
7813,12
4304,13
6300,0
1878,5
8117,18
1571,3
5891,12
8173,12
6051,12
3515,0
2110,17
3208,14
9286,17
9599,0
6073,17
8697,13
3224,10
5545,10
4953,0
3350,12
1369,5
2812,16
5717,7
3693,0
9086,18
2520,5
9070,4
9651,17
9061,14
9452,14
7993,13
3690,0
1868,5
9807,13
7085,10
9554,3
9999,6
4081,0
6835,0
5464,5
6785,6
1646,10
8062,5
3516,0
7432,17
1456,10
4225,16
2337,5
8970,10
7097,3
6269,12
5611,16
1594,12
7214,17
7158,16
9819,14
5529,10
5454,6
1186,6
1144,10
5736,10
9074,18
5680,16
7055,13
7442,16
9319,18
8936,5
7221,14
6231,17
9257,16
3097,5
6819,16
5899,13
8895,16
4221,12
4524,12
5026,3
3303,16
4237,10
2923,9
7338,18
5699,3
2307,10
6266,10
4754,3
5724,10
3341,13
5587,10
1049,6
5784,12
9351,5
5759,12
9093,13
7605,4
7230,17
7072,13
9920,3
1962,3
7772,14
8772,13
3680,12
3588,10
6851,12
2750,9
9606,12
2214,12
6110,18
9703,17
9322,3
3307,17
6323,10
5325,13
7880,3
8657,5
2437,17
1701,16
2540,16
7216,5
6331,3
9144,13
6637,10
6852,16
8705,13
2927,10
9929,3
3407,5
2562,16
9595,10
9444,17
4185,16
2651,0
4531,12
1939,0
7866,10
9410,18
4999,14
5438,5
5546,12
9404,16
9923,10
1734,3
3446,10
9488,6
5322,0
1917,5
2193,10
6728,0
4519,12
1148,7
3159,5
1533,18
6271,6
9165,10
2511,10
8000,3
7384,10
6395,13
1986,0
7052,10
8594,17
7911,4
9474,0
9559,6
9586,10
1480,0
6548,6
1643,17
8624,16
9788,12
1014,5
4061,16
3813,10
5754,10
3046,10
6608,13
3275,13
1355,14
4050,3
7724,13
5175,10
9823,17
4739,7
5217,5
4535,13
9055,4
8559,13
1279,2
3586,6
9365,3
1143,12
9035,6
7458,5
1585,5
2794,10
6749,10
1163,18
4398,5
5187,5
7764,5
1303,3
6987,10
9581,18
7185,5
2577,5
4948,5
8752,10
3820,17
9704,14
4062,5
9673,10
8413,14
9747,18
1241,12
6554,12
7486,16
5158,5
4251,10
5133,6
3925,17
8131,3
7654,3
8342,12
9197,17
6564,10
6993,7
3219,6
3131,13
7884,12
9692,13
3471,10
9790,5
1221,3
6822,18
7513,12
1706,17
3037,3
4476,10
6530,0
3003,10
3561,14
7729,18
8768,4
2281,5
6474,12
1036,13
1516,0
4443,5
3198,0
7345,18
7894,18
5902,3
7888,3
2803,10
3030,0
3104,12
8177,18
4238,16
3485,5
8566,6
9125,17
1210,14
6952,13
4000,14
1624,6
3495,10
6645,10
4147,3
6975,17
5342,10
9420,3
1811,10
7311,5
9607,5
4012,0
8995,12
6302,17
2206,14
1250,10
4231,6
7774,12
9655,14
9237,16
1901,17
7832,14
3292,18
9081,13
4971,10
3141,12
1820,10
3010,7
9252,18
4744,13
1043,18
4515,5
9750,13
1867,10
5665,13
6204,14
9601,0
4959,17
7951,0
4068,17
7453,13
1699,10
3249,17
6411,0
6641,10
2374,5
2031,10
2850,0
3961,4
4173,5
4200,0
4483,13
7014,18
9734,3
7010,4
8803,13
1902,5
8100,12
4201,6
2266,6
5326,7
3111,18
8754,3
3181,5
8776,3
6376,16
4056,14
4975,17
4908,14
1383,14
2284,10
6991,3
7282,13
3243,5
7030,18
9355,10
2443,5
7487,12
7297,12
4766,10
6246,10
8682,10
3239,0
3638,14
6360,13
7556,0
9077,3
5633,10
3969,5
1928,0
3962,13
2856,12
8146,5
1110,6
7886,3
1239,6
9090,5
6940,3
8692,18
4246,10
6685,18
7269,5
6416,10
2753,5
4539,17
4178,10
2479,14
2183,10
3229,13
8305,17
7363,10
3686,0
6132,3
3614,0
8435,0
8449,4
3928,16
5055,17
3310,14
6599,5
1427,13
8326,16
2010,14
4460,10
5984,12
3265,10
3150,0
6195,5
9052,12
5727,18
5100,10
7547,5
2997,18
7111,16
3288,18
3255,10
2813,2
9369,5
3088,3
6511,17
8223,5
1051,13
2384,14
9614,10
3464,18
2484,14
8829,5
3938,0
1137,5
5331,12
3612,10
6434,12
4617,10
5191,6
2403,13
8507,6
2156,3
3171,7
8809,5
8066,13
5510,9
1546,13
7194,10
8550,4
5221,9
1990,13
6821,13
8961,0
8903,12
1488,3
6626,10
3674,10
7372,7
7211,17
3957,14
6617,18
6930,6
8596,10
7505,5
8171,0
9101,10
4109,0
8814,3
9712,5
9935,13
7389,3
1679,4
1140,17
1301,10
8574,13
3894,14
9244,18
7588,12
2240,18
3766,17
5894,5
1394,10
6845,4
1891,14
6512,13
5882,6
2682,3
1740,17
7662,10
4870,17
2482,3
1282,10
7048,10
8482,10
8325,0
4725,18
9625,5
8252,10
8079,17
3913,0
8718,13
7548,0
8183,17
5162,5
4214,10
2171,18
8143,3
3671,16
3192,3
5981,5
2323,17
1727,12
6743,10
4388,0
3930,7
3621,13
7527,17
5098,13
1848,5
7011,10
1520,18
7541,17
4350,10
9515,10
2367,7
9600,17
6692,10
6706,13
9724,3
8673,6
1315,13
1056,18
5120,10
4249,14
7040,10
2786,18
9960,17
9795,16
2885,19
6786,10
6935,3
8302,12
1179,18
6528,5
8174,3
5338,0
2580,5
9768,3
6318,10
5895,14
3421,3
3200,3
6838,5
5552,10
3915,3
4381,5
2627,13
9204,14
9399,3
6983,10
4049,14
7124,16
5528,4
5319,13
2665,12
2227,16
1593,18
8207,5
7755,14
7346,18
3389,18
2448,10
2268,14
5208,5
8862,3
4854,16
6898,18
2745,12
6047,10
9676,16
3834,6
1673,5
1414,5
8388,12
1966,5
8569,14
9455,18
4625,5
5394,13
3469,14
2521,12
2789,14
3908,5
2622,18
4356,0
9174,18
2387,5
9833,18
3302,10
5512,17
2456,18
4619,0
7465,14
5990,18
9302,13
6507,17
8390,3
3931,10
3059,13
4942,18
4349,14
5104,12
1107,3
8437,13
7501,17
4615,14
5061,18
7841,14
7018,13
5122,10
3195,17
3683,10
5519,12
6831,10
9965,9
9984,13
5067,0
6711,10
9468,18
3681,13
9054,3
2385,10
4008,13
7524,10
8383,17
5341,6
8613,5
4976,4
7083,3
5987,12
7354,3
8099,16
9697,13
9551,3
2200,10
6990,16
2086,3
8943,17
3697,10
6357,0
8212,16
8414,10
5558,13
7378,3
9638,3
5495,6
1312,10
6950,16
3236,14
9888,10
1821,13
7123,17
6232,10
9220,14
2767,4
9728,10
6776,5
5274,3
6049,5
8709,16
4756,10
7015,10
9431,17
5202,5
7822,13
9802,5
4036,14
9570,10
3704,18
6018,10
7420,10
9335,3
3322,7
5096,3
5871,18
1348,13
6666,10
9735,14
6799,10
2498,0
4309,17
4065,10
7328,5
2340,10
3235,5
9135,12
8467,17
6994,14
6812,17
6784,10
1238,5
1098,5
3216,5
5994,3
9637,3
3397,4
9493,3
3269,5
8497,3
2092,13
9786,12
9456,10
4302,18
2135,5
3339,10
9103,5
2159,10
5517,18
3537,18
6282,14
8549,18
5585,10
4496,10
7318,5
4513,13
9127,0
9079,10
1173,10
2766,10
5570,3
5970,10
5613,14
3497,4
9913,16
7875,6
6057,14
3981,10
7671,6
3850,18
3076,3
7117,14
1749,7
5929,18
6048,10
1411,5
2278,17
5597,14
6368,17
7258,5
8644,5
3574,5
7736,10
1349,5
9678,14
3368,3
4348,5
4721,5
1125,13
1212,16
1314,14
7409,5
7114,5
8017,6
7994,5
1862,10
6174,3
8255,3
3660,3
2234,14
3912,3
5864,5
1104,6
7575,18
2790,5
3388,10
9756,17
7631,6
6830,14
2829,18
6737,14
1534,5
9906,18
6968,17
1598,4
5281,5
9958,17
5051,10
4917,13
2067,0
6107,18
7464,3
2893,3
2722,17
7572,10
3199,17
2990,3
5615,4
9276,14
9186,3
3941,14
7856,5
4037,18
2363,9
1754,12
5669,3
4494,10
8084,10
3756,18
6571,14
2071,12
6007,16
5755,17
2458,3
9370,3
9695,3
7044,17
4051,13
7438,3
9509,3
1396,16
1368,3
1310,0
7126,10
6590,14
4815,10
1842,17
3730,18
1645,10
7223,0
9664,13
7942,14
2908,10
3502,18
5303,10
4862,18
2473,5
3512,0
5694,10
5160,12
6634,18
5645,3
4629,3
4561,4
2841,17
9187,10
9363,16
4569,13
4585,13
1950,5
5105,9
5942,10
3569,0
7692,3
6462,10
3771,3
7850,14
9533,3
7394,0
6766,14
3069,3
2788,5
5555,14
3504,2
1029,17
8300,18
3717,6
5452,14
5526,13
9867,14
1295,6
1548,10
9806,10
7141,14
2718,16
1048,0
4268,5
3379,16
6280,17
5128,14
5048,5
9539,18
7573,5
7310,10
4600,5
4382,10
5000,5
8486,14
8971,3
5251,14
1228,12
3369,3
3773,5
5366,3
1514,0
4643,18
5005,4
5456,18
4676,18
9910,12
8647,10
5370,10
9270,13
8371,17
5785,14
9395,3
3725,18
8827,14
7181,18
3643,10
1479,3
1920,4
3086,5
6896,10
2365,5
2488,3
4641,18
6487,16
2062,12
7718,10
3348,10
9453,3
7435,10
2413,10
7204,3
6436,14
4920,18
8793,17
4018,4
8232,13
1760,3
3594,10
8922,10
2101,3
9862,5
3720,5
2123,14
5214,14
3352,17
2754,14
9709,13
6780,10
4657,10
4949,17
6800,10
5019,18
4462,5
5201,18
1341,10
5779,5
5622,10
2851,10
5276,14
5738,17
6795,3
5189,10
4516,3
1898,14
6538,10
5052,18
4468,17
2589,10
9211,18
3687,10
6332,3
3413,1
9486,5
6546,3
5865,9
3956,18
8742,9
8265,10
4718,9
7687,5
8287,13
9528,5
9547,10
3475,3
6900,5
8228,0
1078,0
2957,3
9560,0
4688,14
8681,17
7619,14
6854,14
2902,17
2943,3
5367,17
2066,9
8396,10
4369,10
4960,3
5824,18
8660,5
2747,17
1935,18
9714,10
8020,5
9007,5
6814,0
8759,4
9361,0
5729,18
7351,13
4014,10
7220,4
6889,18
7019,14
7466,3
7456,5
9016,5
8440,3
1764,3
1258,10
6697,5
7301,5
3689,10
1175,13
6640,18
2318,5
9058,18
9594,16
4189,5
5457,18
1139,3
4300,17
5805,10
2570,3
6327,14
2483,3
6660,5
3739,7
6589,17
7756,0
4156,5
6150,7
9715,10
9024,10
1008,3
8694,3
5428,10
1695,4
3272,5
7417,5
2198,0
8510,5
3019,3
8373,13
5944,3
8485,0
7429,6
9761,10
7122,5
6762,5
7165,14
2076,5
7601,4
9949,13
1127,14
2400,18
8850,17
4453,3
1347,14
5618,3
3518,14
4770,3
3948,17
1105,10
9003,5
2659,10
4716,3
6071,5
3051,18
5747,3
2846,14
7238,14
4002,17
1647,14
2582,17
3904,3
6826,14
2988,14
5359,10
5867,17
6161,5
5714,14
9689,3
2140,14
8238,5
3129,10
7286,3
4593,14
5170,10
3883,18
9208,18
9437,10
7175,16
8090,10
3667,14
3401,10
4434,3
8236,10
5903,7
6943,7
5415,13
2551,3
8634,5
4074,14
7811,10
3357,18
3258,17
8695,3
5455,3
4292,3
4828,3
5225,3
1168,3
8460,10
9323,18
5410,14
7480,5
9615,17
3775,10
8096,5
7121,0
5961,6
4004,17
9824,10
1114,3
4944,18
2986,18
5576,3
4059,3
7789,13
1582,3
3556,3
6138,0
6690,14
8708,5
5752,17
1442,3
9549,18
1329,14
1429,10
5712,3
2952,14
4983,18
1277,18
7966,13
1109,5
7110,10
4474,14
1717,10
4291,17
6373,0
4774,3
2968,0
3256,3
3616,18
6936,7
9015,10
9977,9
3317,10
4047,10
9605,17
5547,10
4767,10
9275,10
5124,10
3836,5
9412,10
3163,14
6859,4
7046,10
2590,3
4807,13
6069,5
1507,7
8361,17
5109,12
6677,3
8751,14
2312,3
6311,14
2185,18
5042,5
4032,10
3320,10
9338,14
9990,7
1906,10
5644,10
3692,18
4851,5
8923,0
4647,12
5904,10
7598,14
7164,14
2487,10
6168,18
2475,18
2025,5
3420,17
7067,13
2283,10
6700,16
7470,18
3955,18
9869,10
7468,12
9042,10
4868,3
8860,10
3472,3
9017,3
9809,18
3626,14
7949,14
1802,16
3109,14
8867,10
9842,4
1449,7
9430,5
2814,5
8338,5
9674,14
9078,3
5975,4
1111,5
2610,3
4213,14
1757,5
7829,10
6992,17
5262,5
8107,18
7659,5
2024,5
3593,14
1067,3
8831,3
6355,17
3797,18
2617,2
8290,10
7545,5
4303,14
9421,10
6090,10
2021,3
9354,18
6710,17
2175,18
7449,14
8345,18
4170,18
9934,7
4259,3
8030,16
6030,5
5914,10
6366,5
9422,17
1042,7
2536,17
7804,10
9707,2
4730,5
4204,7
2346,10
7972,0
6307,18
6863,10
4934,3
4362,18
3828,10
3226,3
9757,5
1850,17
7883,5
8462,3
3551,5
9415,9
6014,14
7495,3
7491,14
8053,18
8469,3
8602,3
1972,17
7779,10
2470,5
4779,4
5207,4
6086,5
9880,3
4024,17
6303,5
4572,7
2858,14
9522,18
2734,10
4661,13
1686,10
6797,5
2670,17
2225,18
3722,5
4769,10
2047,10
5568,14
4825,3
7620,18
5333,18
7231,17
2687,3
3261,3
4358,17
8145,5
3872,5
3776,7
5705,18
2981,10
3842,10
9278,14
5907,9
8535,3
4467,18
7092,5
7648,10
9005,3
4660,14
9952,10
2438,13
2263,17
9497,14
2836,18
6169,14
4969,3
2087,10
3461,17
7106,10
2894,3
2212,5
3622,5
7800,10
7006,5
7358,10
3701,16
1553,18
1979,10
6790,3
7186,5
1998,18
3277,14
4568,3
1655,3
6092,14
9436,18
9868,9
1940,7
6725,14
4418,13
9938,6
9826,10
8315,10
1563,3
7890,5
9997,5
7321,14
2103,18
8815,3
4813,14
6885,14
3058,14
4695,17
1556,14
6268,14
6708,17
6321,5
5619,4
5449,7
4085,3
3432,10
5224,3
6306,10
7100,10
2057,5
6825,10
9487,10
4149,14
5360,10
1892,18
2474,5
7413,18
8156,3
1640,18
7268,5
4711,5
6765,4
8853,10
3291,3
6257,16
9512,14
9432,3
1240,4
5324,14
6401,5
5506,17
9587,3
7877,14
7939,3
4763,3
3007,5
5080,4
3473,10
1505,5
8412,5
4505,10
6226,3
7091,14
3822,3
9840,5
5775,4
2392,4
2328,10
9722,5
5372,5
1068,5
4420,5
7000,10
4431,3
8334,3
3528,3
6079,0
2523,14
2924,0
7869,5
8266,10
6576,3
8213,18
5635,14
3755,18
5643,3
8773,3
1693,10
6104,10
9026,17
9485,18
4006,5
5878,3
6288,3
9062,19
9099,3
9277,5
1439,10
4872,18
2995,3
1951,5
1156,2
1619,18
9961,14
6063,5
7871,4
5060,18
2602,3
3055,14
9978,14
3011,14
6067,5
7874,10
5971,5
3589,10
3590,5
6352,3
7224,14
2148,5
6861,10
2460,5
3073,18
6235,10
4939,10
5287,18
1841,5
2180,17
2472,3
5477,10
2662,3
5639,10
1799,14
9146,12
6781,3
7303,3
6397,18
9001,18
6011,14
1004,10
4132,18
4262,18
2603,4
8648,10
4589,5
6278,13
7836,7
2306,14
4411,3
5881,14
4373,4
7960,17
5819,4
3290,3
4157,18
4333,2
6031,9
7893,14
8369,6
6524,14
4370,14
6460,10
5700,5
1726,3
2798,9
8558,14
9936,5
3013,10
5025,14
6668,3
4856,18
6377,5
6111,18
1526,7
6374,4
2450,3
2655,4
5847,10
8204,10
2870,18
9183,5
2689,4
9446,14
6695,14
3297,14
8861,5
6801,18
4610,2
7835,13
2500,17
6703,18
2848,3
7499,14
1361,5
1448,14
3999,18
5442,2
6966,18
9141,14
2015,14
8343,14
1604,10
3688,14
6065,5
6553,18
7889,18
6053,7
9231,12
4405,10
8804,3
6230,10
3501,10
8333,3
8933,9
9288,18
1971,14
9185,18
2242,3
3508,14
5515,14
3246,3
3067,18
4909,18
6928,14
8274,14
9516,18
3228,3
5920,9
4741,18
3934,14
5523,17
3463,14
2991,10
7050,4
8603,2
1538,10
8064,3
5969,18
8049,16
9332,14
9407,3
9082,14
5081,5
3567,18
1599,3
4806,5
9506,14
1789,3
3008,5
2048,10
3605,5
2074,3
9918,14
2429,14
5772,14
8198,14
1983,14
6605,14
3877,5
9583,14
1954,10
8097,7
1293,3
4912,3
4429,4
4693,14
5380,10
8222,14
4168,5
7698,18
8285,18
8517,9
9713,3
5353,5
2931,14
3064,3
2285,3
7633,3
9405,3
4952,10
4830,10
4996,18
7095,10
7290,3
1560,18
3629,5
5720,10
4879,14
4263,14
4335,3
8600,14
2131,10
8901,14
4859,10
6098,7
5848,10
6945,3
4798,18
5655,10
8091,14
8969,3
2853,10
1620,10
7410,5
7970,9
3765,14
1566,14
1508,14
2334,14
5909,9
4875,2
1324,5
1091,18
3152,14
1215,7
7342,18
9921,9
7217,17
3710,10
8083,18
7703,5
4698,3
6393,3
1458,19
2446,14
8489,18
9575,18
8846,14
9401,5
7934,18
9596,3
2396,9
5983,10
3153,5
6183,3
1933,10
7968,13
3744,5
9865,14
8374,5
4915,18
1283,5
8758,3
6879,3
7965,5
2068,3
9339,14
2119,3
5348,14
2591,10
3116,10
7637,10
9545,14
6751,5
2155,5
1322,5
2795,17
9814,14
1268,3
2834,14
1076,14
2970,10
7206,14
2042,18
8516,19
7184,1
2717,9
8942,1
6256,2
1567,1
9672,1
3942,9
5413,1
3002,10
1403,3
1438,14
7627,5
7614,3
7621,18
4245,14
6275,18
8057,18
2939,18
2127,5
7795,14
3734,3
7887,18
6070,3
2018,3
1499,14
7885,10
9887,18
5255,14
1741,18
2595,14
6912,14
6088,3
4357,18
8951,3
6119,3
3777,14
8111,5
5401,18
4011,5
1783,10
4893,14
5419,3
3625,5
4634,14
4395,14
8059,18
1603,3
6185,5
7943,3
7073,3
2666,5
1915,18
5292,14
3232,18
7853,3
4605,5
9590,10
3430,3
3176,14
5473,4
1782,14
6108,3
7103,3
7069,18
1931,18
2938,5
7803,3
1658,18
3707,18
9657,3
3304,5
9659,14
3971,18
4116,3
4106,18
9957,5
1478,18
6629,18
8225,3
8871,18
7467,14
3958,18
8106,3
6106,14
3742,14
8256,18
9982,18
9898,14
