0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,ITEM_ID
0.23759027,-0.003461726,0.25386494,-0.5313145,0.15968004,-0.61603636,0.06618075,-0.09776759,-0.4186927,-0.44868448,-0.39218548,0.10509719,-0.105906636,-0.08969326,-0.052419335,0.30480814,2483
0.026620537,-0.23858353,-0.06400086,-0.111949295,0.2719641,0.10927214,0.074169524,0.68657905,-0.13730502,-0.5359073,-0.015705924,-0.30298305,0.6404136,-0.38443935,0.05993919,0.21660963,1608
0.033626318,-0.41425604,-0.051549245,-0.119199514,0.48802835,-0.22380178,-0.09160498,0.2077685,-0.19434728,-0.36558318,-0.13671973,0.12367305,0.7361236,-0.15777145,0.04955271,0.34609106,8492
-0.061140493,0.119779915,-0.13448784,0.05468732,0.20701027,0.33076575,0.45520726,0.85104513,-0.36889678,-0.40250516,0.26064858,-0.63330257,0.44623384,-0.7233455,-0.6440081,-0.15448275,4297
0.11441305,0.24767411,0.10193872,-0.12674695,-0.004970193,0.14072482,0.23002154,0.79344547,-0.50877285,-0.22174028,-0.06912339,-0.27837217,0.08645421,-0.5569837,-0.4333004,0.06389627,2568
-0.090289086,0.1589683,-0.109973446,-0.2820596,0.21715531,-0.087731235,0.20024589,0.046094254,-0.002858609,-0.16480462,-0.11544534,-0.16544753,0.18528351,-0.33719742,0.08701421,-0.12188293,2471
0.019640163,0.20095618,-0.13196161,-0.658311,-0.028272837,0.025873752,0.069687575,-0.010858253,-0.54914457,-0.031555295,0.028267868,-0.17898041,0.09156954,0.003917776,0.027488783,-0.13284162,8903
0.17462626,0.16390018,0.2839784,-0.28003535,-0.029217087,-0.14451754,0.21189588,0.3094155,-0.22204648,-0.50273466,0.0029076934,-0.15803924,0.23521356,-0.18689829,-0.16928181,-0.064568475,6561
0.032536373,-0.1734931,0.48787442,-0.33636117,0.009396642,0.026528269,-0.057934858,0.785743,-0.46548814,-0.58536875,0.048363984,0.17723547,0.6294303,0.016717672,0.13852885,0.51920974,7277
0.060492,0.07971987,0.015275419,-0.43248338,0.20474997,0.18606767,0.1479019,0.6344997,-0.647549,-0.15271647,0.01942588,-0.24615172,0.3442017,-0.28032377,-0.38984662,-0.13353735,1343
0.12520686,0.18488157,0.2648243,-0.6692498,0.00882794,0.18813089,0.08915755,0.54856044,-0.73121834,-0.27892584,-0.29783213,-0.079445615,0.078508765,0.031137515,-0.172263,-0.079445645,4446
0.04457753,-0.29868466,0.37814617,-0.5098317,0.15562844,-0.29934043,-0.09966149,0.37234446,-0.4800762,-0.36718708,-0.289334,0.21807353,0.48485106,0.06289109,0.04681045,0.45830092,2150
-0.025821805,0.16950393,0.20325671,-0.44745266,-0.09707168,-0.06321445,0.029441008,0.39944202,-0.32907322,-0.1880399,0.076139584,0.06863863,0.21589254,-0.08201377,-0.041993767,0.0012429059,8606
-0.07616013,-0.05790527,-0.017116316,-0.2620029,0.22543451,-0.047444336,-0.08513135,0.43816388,-0.47723317,0.074277535,0.14557187,0.06561527,0.5704212,-0.09071481,-0.25729096,0.16872378,3266
-0.02648604,0.19096456,0.1941714,-0.32766286,-0.024507515,0.001074098,0.22461739,0.28348652,-0.36665946,-0.5559533,0.17242616,0.2669717,0.034505308,0.04032664,0.16806579,-0.054133818,5546
0.078308396,0.4228559,-0.25177974,-0.46518737,0.30145118,-0.25819835,0.06521914,-0.36093765,-0.5058245,-0.14913747,-0.2047223,0.27410555,0.028629184,-0.22264466,0.2782849,-0.11614598,9969
