uid,cluster
32603,7
32609,0
32610,6
32611,0
32613,7
32621,3
32629,8
32630,3
32633,6
32637,5
32638,6
32640,6
32641,2
32646,0
32647,9
32648,9
32649,3
32651,4
32652,7
32653,9
32654,9
32657,5
32660,0
32661,7
32663,4
32668,7
32675,0
32682,4
32685,0
32686,5
32688,2
32693,7
32696,6
32705,4
32708,3
32710,7
32711,0
32712,9
32719,3
32721,6
32722,4
32724,0
32728,0
32729,0
32731,7
32732,7
32749,5
32750,7
32751,7
32753,7
32756,3
32758,8
32762,5
32764,6
32767,7
32768,9
32770,0
32774,7
32775,0
32777,6
32779,3
32780,7
32781,0
32782,4
32786,5
32790,5
32793,7
32799,4
32801,7
32802,7
32803,0
32806,9
32808,6
32809,5
32810,4
32811,7
32818,5
32819,0
32823,2
32824,4
32827,6
32830,6
32832,6
32833,5
32834,9
32835,4
32845,7
32848,9
32850,4
32853,4
32858,7
32860,6
32862,4
32868,7
32869,3
32876,4
32877,3
32881,7
32882,4
32886,9
32889,7
32891,9
32893,7
32895,4
32896,0
32899,9
32906,0
32907,3
32909,5
32910,4
32913,5
32914,5
32915,4
32916,6
32918,9
32919,5
32920,3
32921,2
32924,4
32926,2
32928,0
32932,4
32934,3
32935,0
32941,5
32944,9
32950,5
32952,6
32956,5
32957,4
32959,0
32961,2
32964,4
32965,3
32967,6
32973,0
32974,2
32977,4
32978,7
32981,7
32984,9
32986,7
32988,4
32992,7
32994,7
32996,4
32998,3
32999,3
33000,0
33001,9
33002,9
33006,7
33008,7
33009,6
33011,5
33017,5
33020,7
33023,0
33024,3
33025,4
33029,7
33032,2
33034,2
33035,7
33037,6
33040,6
33044,3
33046,4
33047,4
33048,4
33050,6
33056,3
33058,2
33062,9
33069,2
33072,2
33073,3
33076,7
33079,3
33080,7
33085,0
33087,6
33090,6
33101,9
33106,6
33110,3
33112,2
33113,3
33114,5
33120,5
33121,6
33122,7
33124,2
33125,6
33126,5
33127,4
33131,0
33137,4
33139,2
33141,9
33143,7
33144,2
33145,4
33151,5
33153,4
33156,4
33158,9
33159,5
33160,4
33166,5
33168,9
33169,5
33170,4
33174,7
33175,6
33176,5
33180,3
33186,7
33189,5
33192,0
33193,9
33195,0
33197,9
33198,0
33200,9
33201,4
33204,7
33205,9
33207,5
33209,2
33210,7
33211,9
33213,7
33219,4
33220,9
33221,3
33222,3
33223,9
33228,4
33230,5
33234,5
33239,3
33240,5
33243,7
33250,6
33253,7
33257,0
33262,0
33264,0
33269,4
33271,2
33272,7
33273,0
33278,5
33282,0
33285,3
33286,4
33288,6
33292,3
33293,7
33294,4
33295,9
33297,4
33299,7
33300,4
33303,3
33307,8
33309,3
33310,0
33311,0
33313,0
33314,9
33315,9
33316,0
33319,4
33320,7
33322,4
33323,6
33325,2
33326,7
33327,4
33329,6
33330,4
33334,9
33335,3
33336,6
33338,5
33339,2
33342,7
33343,7
33344,6
33346,7
33348,9
33351,7
33352,7
33353,5
33355,2
33364,6
33366,5
33367,4
33369,3
33370,7
33372,8
33373,7
33374,9
33378,0
33380,7
33381,3
33388,4
33389,5
33394,4
33400,0
33405,0
33413,9
33415,3
33416,7
33417,6
33418,3
33422,4
33428,6
33431,9
33432,3
33433,5
33435,3
33436,0
33441,9
33444,7
33445,9
33448,4
33454,4
33455,5
33458,7
33468,6
33469,9
33476,5
33487,4
33489,5
33491,4
33493,7
33494,0
33495,7
33496,7
33498,2
33503,7
33505,0
33506,6
33509,3
33512,5
33514,4
33515,4
33516,9
33517,6
33518,0
33520,4
33521,4
33522,7
33529,6
33530,4
33531,7
33532,6
33537,7
33541,9
33546,6
33551,7
33561,9
33564,9
33566,0
33568,7
33578,9
33579,7
33582,4
33585,9
33588,6
33589,4
33590,9
33591,5
33592,9
33598,3
33599,3
33601,3
33602,0
33604,7
33605,4
33606,4
33607,7
33608,7
33611,7
33614,7
33615,7
33616,7
33617,4
33619,4
33621,6
33623,4
33626,4
33627,7
33628,0
33630,2
33635,9
33637,4
33642,9
33644,5
33646,7
33650,2
33654,4
33657,7
33660,9
33662,4
33663,0
33668,6
33672,4
33673,0
33675,9
33676,5
33678,9
33679,6
33680,7
33682,4
33686,5
33688,5
33690,6
33692,0
33698,7
33699,4
33701,9
33706,7
33708,5
33715,5
33716,7
33717,9
33721,4
33722,9
33724,0
33726,8
33727,0
33734,2
33737,6
33739,5
33742,9
33743,4
33744,9
33745,4
33747,3
33749,7
33751,9
33754,7
33755,5
33757,5
33761,7
33764,3
33766,6
33767,7
33768,5
33773,6
33775,9
33779,6
33780,4
33781,2
33785,4
33786,7
33787,7
33788,4
33789,6
33790,9
33791,0
33796,3
33797,5
33799,9
33800,7
33803,6
33805,4
33811,3
33813,6
33817,4
33822,7
33825,7
33827,3
33832,4
33835,7
33837,8
33839,0
33841,5
33842,7
33843,5
33844,9
33846,4
33847,3
33850,3
33851,6
33852,4
33856,5
33858,4
33859,6
33861,0
33863,4
33864,7
33865,3
33866,3
33868,4
33869,9
33870,3
33871,2
33873,3
33875,4
33879,0
33881,8
33883,7
33887,3
33890,2
33891,6
33893,9
33894,2
33895,4
33896,4
33899,5
33905,0
33907,5
33909,4
33910,7
33912,0
33913,4
33917,2
33919,6
33920,4
33921,3
33924,4
33934,3
33939,6
33941,9
33943,6
33944,9
33945,7
33947,2
33957,5
33962,3
33963,9
33967,9
33969,2
33970,6
33971,7
33972,7
33973,7
33974,7
33975,4
33976,5
33979,3
33980,3
33981,7
33984,6
33986,6
33987,3
33994,4
33996,7
34004,9
34005,2
34006,3
34008,2
34010,7
34012,4
34013,2
34015,9
34018,5
34021,9
34023,7
34024,3
34025,2
34030,4
34032,6
34033,5
34034,2
34035,7
34036,3
34038,7
34040,7
34043,7
34049,4
34052,3
34056,6
34059,3
34062,4
34065,3
34066,7
34068,7
34069,7
34075,7
34076,9
34084,9
34086,2
34088,2
34094,0
34095,9
34096,6
34097,5
34098,2
34101,4
34103,4
34112,2
34113,6
34114,2
34115,6
34128,6
34130,3
34134,5
34135,7
34138,4
34141,5
34145,4
34147,4
34149,2
34150,9
34155,5
34157,9
34159,2
34163,5
34164,6
34165,6
34167,9
34171,7
34173,7
34174,7
34176,3
34178,0
34179,5
34183,9
34184,4
34185,0
34186,0
34187,2
34196,4
34197,3
34199,7
34200,6
34202,6
34203,3
34205,9
34206,5
34207,4
34208,6
34210,5
34212,6
34213,4
34215,7
34219,4
34221,7
34222,0
34223,6
34228,6
34231,5
34237,4
34239,5
34243,4
34244,6
34246,6
34247,0
34249,4
34250,3
34251,7
34252,7
34254,6
34257,7
34258,0
34261,3
34263,4
34266,5
34277,9
34280,4
34289,3
34291,0
34292,9
34293,4
34294,0
34298,0
34301,4
34302,0
34304,7
34308,4
34310,4
34313,2
34314,4
34323,3
34326,9
34327,5
34328,6
34332,3
34334,7
34337,8
34338,4
34340,7
34341,4
34342,2
34344,3
34345,7
34348,4
34349,0
34350,3
34352,4
34355,3
34359,3
34361,7
34364,4
34368,5
34369,2
34370,6
34371,3
34374,9
34375,4
34376,9
34378,5
34380,0
34382,9
34383,9
34384,0
34385,3
34386,0
34387,4
34388,4
34389,3
34390,7
34393,7
34396,7
34397,7
34402,6
34403,4
34404,7
34407,6
34410,9
34412,7
34413,9
34418,0
34420,3
34421,9
34422,6
34423,6
34424,0
34426,5
34429,3
34430,9
34433,9
34434,7
34436,2
34439,6
34441,0
34444,0
34445,9
34446,0
34447,2
34451,4
34452,5
34455,6
34456,3
34457,6
34458,3
34460,3
34461,4
34462,2
34465,9
34468,2
34469,4
34470,7
34471,5
34473,7
34477,0
34478,4
34481,0
34482,4
34483,9
34484,0
34492,6
34493,5
34494,6
34497,9
34498,0
34499,4
34500,4
34501,9
34506,2
34511,5
34515,9
34521,7
34522,6
34523,7
34526,6
34528,6
34533,5
34534,7
34537,4
34540,9
34542,0
34543,0
34545,9
34546,4
34554,7
34555,3
34557,7
34562,4
34563,7
34566,0
34567,0
34572,4
34573,0
34577,3
34579,6
34580,3
34582,2
34584,9
34585,5
34586,3
34589,7
34590,7
34593,2
34595,7
34602,0
34605,4
34606,9
34607,4
34612,3
34616,4
34617,7
34619,6
34620,7
34621,0
34622,3
34623,9
34625,3
34626,5
34627,0
34628,6
34629,0
34631,4
34635,9
34637,5
34638,6
34639,3
34643,9
34645,9
34649,5
34650,6
34653,9
34655,0
34656,6
34661,4
34663,6
34664,7
34665,6
34669,3
34670,9
34672,3
34674,4
34676,9
34679,4
34682,5
34684,7
34693,2
34695,7
34697,3
34699,7
34705,3
34706,4
34710,4
34712,4
34716,0
34724,7
34728,7
34730,3
34731,8
34733,2
34735,4
34736,7
34738,2
34739,6
34745,7
34748,3
34750,9
34751,5
34752,7
34753,5
34758,3
34759,3
34760,4
34763,0
34764,3
34765,7
34768,5
34772,7
34773,3
34775,0
34777,2
34778,2
34779,6
34781,0
34782,3
34784,0
34785,7
34786,4
34788,0
34794,3
34799,3
34801,4
34803,4
34804,6
34808,7
34812,9
34813,6
34823,4
34824,7
34827,4
34828,2
34835,5
34840,3
34847,0
34848,2
34851,3
34852,4
34856,0
34857,8
34859,6
34863,7
34864,2
34865,3
34867,3
34872,3
34873,4
34876,3
34878,0
34880,4
34882,6
34888,0
34890,6
34891,2
34895,4
34896,3
34898,7
34901,9
34903,4
34906,0
34908,7
34909,9
34910,4
34912,5
34913,9
34915,0
34921,4
34922,3
34924,2
34926,4
34929,6
34930,6
34931,3
34933,9
34934,7
34938,9
34943,0
34947,6
34948,7
34950,4
34952,5
34954,9
34957,6
34958,3
34960,8
34961,0
34962,0
34963,0
34965,7
34969,4
34973,0
34975,9
34978,4
34979,7
34980,5
34981,6
34983,9
34986,0
34991,6
34994,7
34998,6
34999,6
35007,6
35011,7
35013,0
35014,5
35018,5
35023,5
35024,2
35026,9
35027,4
35029,2
35031,3
35033,7
35034,4
35038,7
35039,0
35043,3
35045,0
35049,2
35054,7
35055,4
35056,6
35064,9
35066,9
35072,5
35073,4
35075,9
35076,3
35077,4
35079,4
35082,4
35084,3
35085,2
35086,4
35087,0
35088,2
35096,7
35098,6
35100,4
35108,3
35111,4
35116,0
35124,6
35125,3
35126,3
35128,6
35129,3
35132,9
35133,7
35134,4
35137,7
35138,0
35139,0
35140,9
35141,0
35142,8
35144,4
35145,4
35148,6
35155,5
35157,2
35159,9
35160,2
35161,6
35164,0
35170,4
35171,6
35172,7
35173,7
35174,4
35175,4
35179,0
35181,6
35182,3
35188,7
35193,5
35195,0
35197,7
35199,0
35200,3
35201,5
35202,4
35206,2
35208,9
35210,2
35211,6
35213,7
35214,9
35219,4
35220,5
35222,7
35224,2
35225,4
35228,6
35231,4
35232,9
35233,6
35234,5
35237,6
35238,6
35240,7
35243,7
35244,7
35245,8
35246,3
35248,9
35250,7
35252,2
35253,9
35254,3
35255,5
35260,9
35263,3
35265,3
35267,4
35269,4
35271,3
35283,5
35284,2
35285,4
35288,0
35291,6
35296,6
35300,7
35303,3
35304,4
35306,4
35310,4
35311,6
35315,6
35321,6
35323,4
35324,2
35325,5
35326,3
35329,7
35331,0
35332,4
35340,0
35341,4
35348,2
35349,2
35352,7
35353,3
35355,7
35356,6
35359,6
35361,9
35364,9
35369,0
35374,9
35375,4
35376,7
35383,7
35385,7
35389,5
35393,0
35396,7
35399,2
35400,9
35403,7
35404,5
35405,0
35408,4
35409,6
35413,7
35415,3
35417,7
35418,7
35421,7
35422,0
35424,7
35434,9
35438,4
35439,0
35441,0
35442,7
35445,7
35446,9
35447,4
35449,9
35453,9
35455,4
35458,5
35459,3
35461,4
35462,7
35466,4
35468,2
35469,7
35473,7
35477,5
35478,6
35480,6
35484,6
35486,4
35487,4
35488,4
35495,2
35501,7
35502,0
35503,6
35506,5
35507,0
35508,4
35512,4
35513,6
35520,5
35521,6
35528,6
35529,7
35535,4
35536,0
35540,4
35541,6
35542,9
35543,4
35546,6
35554,7
35558,0
35564,3
35569,4
35571,3
35573,0
35576,7
35578,9
35580,5
35581,9
35582,6
35584,5
35588,6
35593,3
35597,3
35603,2
35605,4
35606,0
35608,9
35609,9
35610,3
35612,6
35614,4
35615,4
35620,7
35621,3
35623,4
35624,4
35626,3
35627,8
35628,8
35630,9
35631,7
35635,5
35636,7
35640,4
35641,4
35643,6
35647,5
35648,5
35652,7
35653,7
35655,3
35659,4
35661,6
35662,6
35665,5
35668,5
35669,9
35670,3
35676,5
35681,9
35684,4
35685,6
35686,7
35687,0
35689,5
35690,7
35691,4
35693,2
35694,6
35696,6
35697,0
35701,0
35703,7
35707,3
35708,0
35709,9
35713,7
35716,4
35717,6
35718,9
35721,9
35725,0
35726,4
35731,5
35732,2
35735,0
35737,4
35740,6
35742,5
35743,4
35747,5
35749,6
35750,7
35751,6
35752,7
35754,3
35755,7
35758,6
35760,9
35763,4
35764,3
35767,3
35768,7
35769,7
35770,0
35771,4
35773,4
35774,6
35776,7
35779,7
35781,5
35782,2
35783,7
35787,3
35794,9
35796,2
35797,3
35798,6
35799,9
35802,5
35803,4
35806,5
35807,9
35810,0
35812,0
35813,6
35815,2
35817,7
35818,0
35819,0
35827,9
35829,6
35830,7
35831,7
35833,7
35834,7
35837,3
35840,7
35841,4
35843,9
35844,0
35845,7
35846,4
35855,4
35857,9
35858,5
35859,7
35862,6
35863,0
35865,3
35867,6
35868,4
35869,7
35870,5
35872,7
35873,5
35876,4
35878,7
35880,0
35884,2
35885,0
35886,3
35889,2
35891,7
35894,0
35896,7
35899,4
35900,9
35904,7
35907,0
35908,4
35913,7
35915,9
35916,7
35922,4
35925,3
35926,0
35927,2
35930,5
35932,5
35936,5
35937,3
35942,4
35946,4
35948,0
35949,5
35950,9
35952,2
35953,2
35955,4
35959,2
35962,6
35964,4
35965,0
35967,5
35969,9
35971,3
35974,4
35980,0
35983,2
35984,7
35986,2
35987,9
35990,5
35994,7
35995,3
35996,3
35997,7
36001,7
36002,3
36005,9
36010,4
36018,5
36020,9
36021,3
36023,8
36024,2
36027,6
36031,0
36034,4
36037,9
36040,0
36041,0
36042,3
36045,9
36050,6
36051,7
36053,3
36054,3
36058,4
36059,6
36060,5
36061,9
36063,9
36064,7
36068,3
36072,2
36077,4
36079,7
36083,4
36087,7
36090,6
36096,6
36097,0
36100,3
36101,7
36103,5
36106,6
36109,0
36112,0
36113,3
36114,3
36115,4
36116,9
36120,6
36122,7
36124,2
36126,7
36127,9
36129,6
36130,5
36134,4
36135,0
36136,4
36139,7
36142,9
36144,7
36146,5
36147,4
36158,7
36159,8
36161,9
36164,5
36166,4
36167,3
36168,4
36179,3
36180,5
36181,3
36182,9
36184,9
36186,7
36191,5
36192,2
36193,5
36197,6
36200,4
36202,9
36203,9
36210,3
36211,6
36212,7
36213,7
36216,9
36217,5
36223,7
36224,6
36227,0
36229,3
36231,2
36233,6
36236,4
36237,3
36242,0
36243,4
36244,7
36246,9
36249,3
36251,7
36252,4
36253,0
36257,6
36258,9
36262,0
36267,7
36268,5
36271,6
36275,9
36276,4
36280,7
36282,9
36288,4
36294,0
36298,9
36303,4
36306,7
36307,0
36308,4
36310,4
36311,6
36316,5
36317,7
36318,4
36319,2
36320,4
36322,9
36323,0
36324,4
36329,3
36330,4
36332,0
36334,5
36335,5
36337,9
36338,4
36339,4
36342,9
36343,7
36344,6
36345,4
36346,6
36348,3
36351,6
36353,9
36355,9
36357,7
36364,3
36367,9
36368,4
36371,7
36375,6
36377,5
36380,6
36381,3
36383,6
36384,7
36387,6
36388,9
36389,7
36391,9
36394,9
36396,3
36397,7
36404,5
36405,9
36410,7
36412,7
36413,6
36415,9
36422,0
36424,9
36426,5
36434,5
36435,7
36436,3
36438,2
36443,5
36446,2
36449,5
36450,9
36452,4
36454,7
36456,4
36458,3
36459,9
36460,9
36461,3
36462,5
36463,2
36464,6
36466,0
36472,5
36473,7
36476,6
36481,9
36482,4
36486,5
36487,3
36488,4
36491,3
36493,4
36494,7
36495,5
36496,4
36500,6
36501,6
36504,4
36514,4
36516,3
36517,6
36518,3
36522,9
36523,2
36526,7
36529,6
36530,2
36535,9
36537,3
36538,7
36540,5
36541,6
36545,7
36546,9
36550,9
36551,5
36552,7
36554,7
36556,2
36557,0
36561,4
36562,3
36565,9
36566,3
36569,6
36575,2
36577,7
36584,3
36586,9
36587,4
36588,9
36590,5
36591,0
36593,0
36594,4
36596,3
36599,7
36602,6
36621,4
36624,4
36625,9
36629,6
36632,3
36635,6
36637,7
36638,3
36642,3
36647,7
36650,0
36652,5
36653,9
36658,6
36661,0
36663,9
36664,2
36665,4
36666,9
36667,4
36668,0
36669,7
36675,4
36676,9
36677,4
36679,4
36682,5
36683,9
36684,7
36686,6
36687,4
36688,5
36689,7
36693,4
36694,4
36695,2
36697,5
36698,9
36700,5
36701,2
36705,5
36706,6
36711,7
36713,4
36717,4
36721,7
36725,7
36729,7
36735,5
36740,4
36743,3
36744,4
36746,5
36749,2
36750,7
36753,4
36757,6
36758,0
36760,6
36765,7
36766,4
36767,3
36769,4
36771,5
36772,4
36773,3
36774,9
36778,7
36779,7
36780,7
36781,0
36784,4
36785,6
36786,2
36787,0
36788,4
36789,5
36791,9
36792,9
36795,7
36800,6
36803,5
36808,4
36815,7
36816,6
36818,9
36820,9
36821,6
36824,9
36827,0
36829,5
36830,6
36837,3
36840,6
36841,6
36845,7
36846,0
36847,2
36856,5
36860,5
36861,7
36864,7
36867,4
36868,4
36869,7
36871,6
36873,5
36874,4
36879,4
36882,6
36884,3
36888,7
36890,3
36891,7
36892,0
36893,4
36894,4
36895,9
36899,4
36900,4
36902,4
36906,5
36908,6
36910,9
36911,5
36912,2
36915,0
36919,5
36922,0
36931,9
36933,9
36941,0
36944,9
36945,6
36949,2
36956,3
36960,7
36963,5
36967,7
36969,9
36970,3
36971,2
36973,3
36977,3
36978,0
36979,0
36980,4
36985,3
36993,3
36995,2
36996,4
37000,3
37001,7
37006,6
37008,9
37010,0
37012,2
37016,9
37017,0
37019,6
37021,3
37022,3
37024,4
37028,7
37031,6
37034,2
37035,7
37036,5
37037,6
37038,0
37040,0
37046,0
37047,3
37049,4
37051,6
37053,7
37054,7
37059,4
37060,9
37062,5
37063,5
37064,0
37067,7
37069,0
37070,9
37071,4
37072,2
37078,0
37084,8
37085,7
37090,5
37092,0
37093,9
37096,5
37098,9
37099,5
37101,7
37102,2
37104,6
37107,7
37109,7
37110,3
37112,5
37119,8
37121,4
37123,7
37125,5
37126,9
37131,7
37137,0
37138,5
37142,5
37144,4
37145,2
37148,7
37155,9
37159,4
37162,7
37165,6
37169,5
37171,3
37173,9
37174,7
37176,7
37178,4
37179,5
37183,6
37184,3
37185,6
37187,3
37194,5
37199,6
37202,9
37210,6
37212,7
37214,2
37218,0
37221,0
37223,4
37225,0
37227,0
37229,4
37231,4
37232,4
37233,0
37234,9
37237,9
37239,5
37242,8
37247,9
37248,6
37249,9
37252,4
37253,4
37259,3
37261,7
37263,3
37264,0
37267,3
37269,7
37270,9
37271,4
37282,4
37283,9
37286,5
37288,9
37291,4
37292,9
37294,3
37295,6
37296,2
37297,7
37298,9
37300,5
37303,4
37305,6
37308,9
37310,4
37311,5
37316,0
37317,4
37320,9
37325,2
37327,6
37329,7
37333,9
37334,9
37335,7
37336,3
37342,5
37343,9
37344,2
37348,5
37351,9
37352,9
37356,6
37357,6
37362,4
37363,7
37365,2
37367,7
37368,4
37373,7
37379,6
37380,5
37381,2
37389,3
37390,0
37393,7
37395,9
37396,4
37401,5
37402,7
37403,9
37404,7
37408,3
37409,7
37411,7
37416,2
37417,5
37418,5
37421,4
37422,4
37433,7
37434,4
37436,4
37437,9
37438,4
37443,3
37447,6
37448,0
37449,7
37451,0
37454,8
37455,5
37457,9
37458,6
37463,7
37465,7
37466,3
37469,8
37477,4
37479,0
37480,0
37481,7
37489,0
37495,3
37496,7
37498,9
37504,4
37505,7
37507,9
37511,5
37512,6
37514,9
37517,0
37522,0
37523,2
37527,6
37529,9
37534,9
37536,5
37537,7
37538,6
37539,4
37540,9
37542,7
37543,3
37545,3
37547,9
37548,9
37550,0
37555,0
37556,6
37558,3
37561,7
37565,2
37568,6
37570,9
37576,3
37581,3
37582,5
37583,5
37585,2
37587,4
37590,5
37592,7
37593,6
37595,7
37596,5
37599,2
37600,0
37602,6
37604,9
37607,4
37611,7
37613,2
37614,6
37615,9
37616,7
37622,6
37625,5
37627,9
37628,7
37630,7
37635,6
37636,4
37638,3
37642,3
37643,3
37646,4
37647,3
37651,3
37652,6
37656,7
37658,7
37660,4
37662,0
37665,0
37667,6
37670,4
37673,5
37674,7
37680,5
37681,6
37687,9
37688,0
37693,7
37695,5
37697,9
37698,4
37699,9
37701,9
37704,3
37705,4
37709,2
37710,2
37711,4
37715,6
37717,6
37719,5
37720,0
37721,9
37724,7
37730,3
37733,6
37741,7
37743,7
37748,9
37750,5
37753,6
37754,4
37755,6
37756,5
37758,6
37761,3
37765,4
37772,4
37779,7
37782,9
37783,6
37784,3
37790,6
37794,7
37795,7
37797,6
37800,4
37801,3
37803,0
37804,4
37805,0
37812,9
37813,9
37815,7
37816,3
37819,7
37820,4
37822,4
37824,0
37827,4
37828,5
37830,0
37831,5
37833,6
37834,6
37836,2
37839,7
37840,2
37842,6
37845,4
37847,0
37851,4
37852,9
37853,7
37858,7
37859,7
37860,7
37864,5
37871,5
37872,4
37876,9
37878,0
37887,4
37888,0
37890,4
37891,5
37893,5
37894,0
37896,7
37900,0
37901,0
37902,9
37903,7
37904,6
37905,6
37907,7
37908,4
37910,6
37911,0
37914,7
37918,7
37919,4
37923,0
37925,4
37932,9
37936,7
37942,5
37950,9
37951,4
37953,7
37954,4
37958,9
37964,9
37965,7
37966,5
37970,6
37972,7
37974,8
37975,7
37976,8
37977,3
37978,4
37979,6
37982,9
37985,7
37986,3
37989,3
37991,5
37992,6
37994,2
37996,0
37997,4
37998,7
37999,6
38005,5
38009,7
38010,9
38011,9
38012,9
38021,0
38023,3
38027,0
38029,2
38033,0
38035,9
38042,9
38043,0
38045,4
38046,7
38047,0
38049,9
38051,6
38052,6
38053,7
38056,7
38059,3
38061,7
38065,3
38068,0
38072,6
38073,4
38075,9
38076,3
38078,5
38079,6
38081,4
38083,8
38086,2
38089,4
38092,0
38095,6
38096,7
38097,0
38098,4
38100,7
38101,3
38103,3
38105,7
38109,9
38110,7
38112,9
38113,4
38116,0
38117,4
38118,9
38119,3
38120,4
38121,7
38124,7
38125,4
38126,6
38127,7
38128,4
38137,5
38139,7
38140,5
38144,9
38146,4
38148,8
38150,4
38153,7
38156,2
38157,9
38158,6
38161,0
38162,9
38163,0
38165,3
38166,4
38168,5
38169,6
38171,6
38175,6
38177,0
38178,9
38189,5
38191,7
38193,6
38196,6
38199,7
38200,3
38204,9
38206,3
38211,2
38213,3
38218,5
38219,3
38221,0
38227,0
38236,5
38238,2
38241,0
38243,0
38244,9
38246,5
38249,5
38252,0
38254,6
38256,5
38257,6
38260,6
38262,0
38263,7
38265,6
38267,5
38271,3
38272,4
38275,7
38276,9
38282,0
38284,4
38286,6
38290,3
38291,3
38292,4
38293,6
38296,9
38297,6
38303,4
38306,4
38309,7
38311,3
38312,0
38315,9
38316,0
38319,9
38320,9
38322,0
38323,3
38324,9
38326,6
38331,2
38332,7
38335,4
38338,4
38339,8
38342,3
38346,4
38347,6
38349,4
38356,6
38358,7
38361,7
38362,7
38366,4
38367,9
38372,9
38373,6
38376,5
38377,7
38382,9
38383,7
38384,9
38389,7
38392,9
38396,7
38397,7
38399,7
38402,4
38406,5
38413,7
38416,9
38417,4
38420,5
38421,7
38422,4
38423,3
38427,2
38430,0
38431,5
38435,5
38437,4
38438,7
38440,7
38442,5
38446,4
38447,3
38449,7
38456,4
38457,7
38458,9
38461,4
38462,4
38463,7
38465,7
38467,7
38470,0
38471,0
38472,6
38473,9
38479,7
38480,6
38486,4
38487,4
38488,5
38494,2
38495,6
38496,7
38500,7
38501,9
38503,2
38505,4
38509,9
38510,6
38513,2
38515,5
38518,4
38521,2
38524,9
38526,4
38531,4
38532,9
38533,7
38542,4
38550,2
38551,3
38553,4
38556,3
38558,3
38563,4
38567,0
38569,3
38574,0
38576,3
38578,7
38579,4
38580,7
38583,9
38584,7
38585,5
38586,7
38589,5
38591,9
38592,3
38594,4
38595,7
38596,0
38597,6
38598,0
38599,9
38600,2
38607,7
38608,4
38609,3
38611,9
38613,0
38614,2
38617,6
38619,4
38622,0
38623,4
38624,4
38627,6
38630,9
38632,6
38636,0
38637,7
38640,6
38641,0
38642,0
38643,4
38644,3
38649,0
38650,9
38656,3
38657,9
38658,6
38659,7
38662,6
38663,2
38664,7
38665,7
38666,7
38667,4
38673,6
38674,3
38676,0
38679,4
38680,9
38681,7
38683,7
38685,6
38686,3
38689,7
38701,6
38703,2
38705,7
38710,5
38711,3
38713,0
38717,0
38719,0
38723,2
38726,3
38727,4
38728,7
38730,4
38739,7
38740,8
38744,7
38745,9
38747,0
38748,5
38749,6
38751,5
38752,7
38758,4
38759,9
38761,7
38762,0
38763,4
38770,0
38771,0
38773,7
38775,7
38778,7
38779,7
38784,2
38785,7
38789,7
38791,0
38792,7
38796,5
38799,4
38801,2
38808,3
38809,7
38811,3
38813,7
38814,8
38815,2
38816,9
38817,5
38818,4
38819,8
38824,3
38825,9
38827,4
38832,6
38839,4
38847,9
38849,7
38851,4
38852,0
38856,5
38858,9
38861,9
38862,5
38863,6
38864,9
38866,3
38867,5
38872,3
38873,5
38877,4
38881,4
38886,0
38888,6
38891,4
38895,4
38898,9
38903,9
38905,4
38908,4
38909,0
38910,9
38912,3
38913,9
38921,5
38925,7
38928,4
38934,6
38937,7
38938,7
38939,6
38944,0
38945,0
38947,2
38950,9
38951,5
38953,9
38954,3
38955,6
38956,4
38958,2
38961,3
38966,0
38969,6
38971,4
38974,9
38977,7
38978,3
38983,6
38984,6
38988,2
38995,2
38996,9
38997,0
39003,7
39005,4
39007,6
39010,7
39015,7
39017,2
39019,7
39021,3
39023,4
39025,4
39026,7
39029,4
39031,7
39034,6
39035,0
39037,6
39038,2
39040,4
39041,5
39043,5
39049,7
39050,7
39051,4
39053,7
39054,7
39057,7
39058,9
39064,0
39065,0
39068,7
39070,4
39077,4
39078,7
39081,6
39082,6
39083,0
39085,0
39089,9
39091,3
39100,8
39102,8
39106,0
39109,7
39110,3
39112,9
39115,3
39117,9
39119,7
39120,8
39125,9
39127,7
39128,9
39129,7
39130,7
39131,0
39133,4
39137,0
39138,4
39141,9
39142,0
39143,6
39148,7
39150,6
39153,2
39154,7
39156,4
39159,7
39166,2
39167,9
39170,0
39172,9
39174,7
39175,7
39177,4
39182,9
39183,5
39186,7
39188,9
39191,6
39195,4
39199,6
39201,5
39206,7
39207,7
39217,4
39219,6
39221,9
39222,5
39226,6
39229,6
39231,3
39233,4
39238,9
39239,5
39242,7
39243,7
39244,7
39245,6
39247,3
39254,5
39256,7
39259,4
39260,7
39261,7
39262,9
39263,4
39266,5
39267,7
39270,5
39271,6
39273,0
39275,4
39276,5
39279,6
39282,2
39284,9
39293,0
39294,9
39302,7
39303,6
39305,5
39306,0
39308,4
39311,6
39313,5
39314,3
39315,9
39316,0
39321,4
39322,9
39323,9
39325,7
39326,9
39331,6
39334,5
39335,3
39338,5
39341,3
39342,0
39343,9
39344,2
39348,9
39349,7
39351,0
39352,7
39353,4
39354,2
39355,9
39358,6
39359,4
39360,4
39364,3
39365,5
39366,2
39368,9
39380,7
39382,0
39383,2
39387,3
39388,6
39389,0
39391,9
39392,6
39395,4
39397,4
39399,3
39401,7
39406,7
39411,9
39412,7
39413,3
39414,4
39416,9
39417,9
39419,7
39423,4
39429,9
39436,2
39438,3
39440,9
39441,3
39442,4
39444,6
39449,4
39450,3
39451,0
39452,4
39453,9
39457,2
39459,7
39460,9
39462,3
39463,5
39464,9
39465,0
39468,5
39474,4
