uid,cluster
55230,2
55233,7
55234,3
55235,4
55239,3
55240,9
55244,2
55245,3
55247,7
55249,4
55255,7
55257,4
55259,2
55263,7
55265,3
55275,9
55280,0
55282,4
55287,3
55288,4
55293,0
55296,4
55297,9
55300,0
55304,6
55305,5
55308,9
55315,3
55322,3
55324,0
55325,2
55327,4
55328,0
55334,6
55336,7
55339,4
55341,2
55342,6
55343,4
55346,9
55347,3
55351,6
55353,6
55356,5
55357,7
55358,7
55359,5
55361,9
55362,0
55363,7
55365,9
55372,4
55376,5
55377,4
55381,0
55383,9
55387,5
55390,9
55391,4
55392,6
55393,9
55395,3
55396,9
55398,7
55399,0
55400,4
55401,4
55402,4
55403,9
55404,4
55405,3
55407,6
55408,3
55410,4
55413,4
55415,2
55416,0
55418,5
55421,6
55423,4
55425,9
55427,0
55431,7
55432,2
55437,9
55438,6
55442,4
55444,6
55446,9
55448,5
55449,4
55456,6
55458,0
55459,2
55460,5
55464,7
55466,6
55467,7
55469,0
55472,3
55473,0
55476,2
55478,9
55481,4
55484,9
55488,9
55490,0
55491,6
55492,3
55494,4
55495,9
55496,4
55497,4
55498,4
55501,0
55502,7
55504,5
55505,4
55508,9
55509,2
55512,7
55514,0
55515,4
55516,4
55519,9
55521,5
55522,7
55523,4
55524,0
55526,7
55529,5
55531,2
55535,4
55544,7
55545,0
55546,3
55547,3
55549,7
55553,0
55554,9
55556,4
55557,9
55559,0
55561,2
55568,4
55571,9
55572,4
55573,7
55574,9
55575,4
55576,8
55578,7
55579,6
55582,7
55584,5
55586,9
55589,7
55590,4
55593,9
55595,9
55598,7
55599,7
55601,0
55604,5
55605,0
55611,7
55613,4
55614,6
55616,9
55620,3
55621,3
55622,4
55623,4
55624,6
55625,8
55626,4
55627,7
55629,0
55631,2
55632,6
55634,5
55637,6
55644,4
55645,0
55649,0
55651,0
55653,7
55654,5
55656,5
55659,3
55660,3
55661,3
55663,7
55665,6
55666,0
55668,3
55672,4
55673,8
55674,9
55675,5
55677,0
55681,5
55683,0
55690,7
55691,3
55694,6
55695,7
55700,3
55701,7
55705,6
55709,4
55713,3
55715,5
55716,7
55718,9
55719,3
55720,3
55723,9
55725,5
55727,0
55729,7
55731,4
55732,7
55735,7
55737,4
55742,7
55743,6
55744,3
55745,0
55746,6
55748,9
55751,4
55753,4
55754,9
55757,3
55759,5
55769,4
55774,9
55776,4
55780,4
55782,6
55786,2
55789,4
55790,4
55792,0
55794,9
55795,9
55796,4
55803,9
55808,3
55811,6
55816,6
55818,2
55824,0
55825,4
55826,5
55828,9
55829,7
55830,6
55831,5
55835,4
55841,3
55842,5
55843,2
55844,2
55851,5
55855,9
55857,5
55859,5
55860,4
55861,7
55864,6
55866,4
55867,0
55868,3
55872,7
55877,3
55881,7
55882,3
55887,4
55888,7
55889,5
55892,6
55895,5
55898,7
55899,5
55901,6
55903,4
55907,6
55912,3
55914,5
55916,7
55917,5
55918,9
55919,7
55921,7
55922,7
55925,7
55926,5
55930,3
55932,0
55934,0
55935,7
55936,3
55940,9
55944,6
55945,4
55946,4
55947,9
55954,0
55956,9
55960,7
55961,2
55962,0
55965,6
55966,5
55977,6
55978,5
55979,8
55981,7
55983,6
55985,7
55988,6
55989,7
55990,4
55992,5
55994,7
55997,3
55998,0
56001,7
56011,0
56016,6
56019,9
56020,9
56021,4
56024,7
56027,5
56028,5
56029,0
56031,0
56033,5
56034,2
56036,5
56038,0
56039,9
56042,0
56044,0
56046,4
56048,7
56054,7
56055,7
56056,5
56061,7
56065,6
56067,0
56068,6
56071,4
56077,4
56078,4
56079,4
56080,7
56082,5
56087,7
56088,3
56089,9
56090,2
56091,3
56093,6
56094,3
56100,0
56106,0
56107,4
56112,3
56114,7
56119,4
56120,5
56122,6
56127,6
56128,7
56131,6
56133,3
56135,7
56137,2
56139,5
56140,5
56141,7
56143,9
56145,6
56148,5
56150,4
56153,0
56155,7
56159,6
56160,3
56161,7
56164,3
56168,7
56177,3
56181,4
56184,9
56186,6
56188,4
56189,7
56191,4
56192,9
56194,7
56196,4
56198,6
56201,9
56206,6
56208,7
56210,6
56217,5
56227,3
56236,0
56238,5
56239,9
56243,7
56244,9
56245,9
56247,0
56248,4
56249,4
56251,5
56253,7
56256,4
56258,4
56262,0
56263,7
56264,2
56265,4
56269,9
56274,9
56276,4
56277,6
56279,2
56282,0
56284,5
56288,0
56290,7
56292,5
56294,9
56296,7
56297,5
56298,9
56299,4
56302,9
56306,0
56307,9
56310,4
56311,4
56315,9
56317,9
56320,7
56321,0
56322,5
56324,9
56327,6
56328,3
56329,4
56331,5
56333,7
56334,6
56338,9
56340,8
56341,7
56342,9
56345,4
56347,7
56351,6
56352,6
56354,7
56355,3
56362,9
56363,5
56368,5
56369,4
56370,6
56372,9
56374,2
56377,4
56379,0
56382,4
56383,9
56385,7
56386,4
56387,9
56391,9
56395,6
56397,3
56399,7
56405,5
56406,3
56407,0
56409,4
56414,9
56417,3
56420,3
56421,0
56423,4
56424,6
56425,4
56426,3
56428,6
56430,3
56432,6
56437,4
56438,3
56440,4
56441,9
56443,6
56444,7
56445,4
56447,7
56448,5
56449,9
56452,0
56455,5
56457,6
56459,0
56460,4
56462,7
56463,5
56464,9
56466,3
56467,9
56470,3
56476,4
56480,0
56481,7
56482,9
56484,4
56487,5
56488,2
56494,3
56495,7
56496,3
56497,3
56499,0
56502,7
56507,4
56509,0
56510,5
56512,7
56513,0
56516,4
56520,6
56521,7
56530,4
56535,9
56541,5
56543,4
56544,9
56547,2
56548,3
56551,7
56552,3
56554,3
56558,5
56559,6
56560,3
56561,0
56563,2
56565,7
56568,3
56569,3
56574,0
56575,7
56577,4
56581,7
56584,6
56590,7
56591,0
56592,5
56593,7
56594,3
56596,3
56598,9
56601,9
56602,5
56604,4
56605,5
56608,9
56611,9
56613,4
56614,7
56615,2
56616,6
56620,3
56626,9
56630,6
56631,7
56632,4
56634,4
56636,6
56639,7
56640,7
56643,4
56644,9
56649,6
56651,3
56654,5
56656,7
56657,7
56661,5
56663,0
56670,9
56671,7
56672,6
56673,0
56674,4
56679,0
56680,9
56681,5
56682,6
56684,5
56688,9
56692,5
56700,4
56701,5
56703,9
56704,4
56709,3
56711,9
56712,6
56713,0
56714,3
56724,6
56725,9
56726,7
56727,6
56731,7
56734,5
56736,3
56740,6
56743,9
56744,0
56747,4
56748,5
56749,0
56752,4
56755,7
56757,6
56758,3
56765,5
56767,0
56768,7
56769,9
56770,2
56771,6
56773,0
56776,3
56777,5
56780,0
56781,0
56782,9
56783,4
56784,3
56788,5
56789,9
56790,4
56792,6
56793,7
56795,5
56796,6
56797,0
56800,3
56801,6
56802,3
56805,9
56807,6
56808,5
56810,0
56811,2
56812,5
56817,4
56818,2
56820,9
56822,8
56826,9
56829,2
56832,3
56833,3
56834,3
56836,4
56838,7
56842,9
56844,4
56848,9
56849,5
56852,2
56853,7
56855,7
56856,4
56859,3
56860,6
56863,7
56866,7
56867,4
56868,5
56869,5
56872,5
56879,6
56882,9
56890,9
56892,6
56895,4
56896,4
56899,3
56906,2
56907,2
56911,4
56912,0
56914,4
56916,4
56918,7
56919,4
56920,7
56928,0
56929,9
56931,4
56932,5
56934,2
56937,0
56938,7
56943,4
56948,6
56949,6
56951,5
56952,4
56955,6
56956,4
56961,4
56963,7
56964,4
56966,6
56967,7
56968,0
56974,9
56977,7
56979,7
56981,7
56983,5
56985,2
56987,9
56990,4
56991,4
56992,5
56995,0
57001,6
57004,4
57005,4
57007,0
57008,7
57009,7
57010,3
57012,0
57016,6
57017,0
57018,9
57023,6
57026,4
57028,4
57029,4
57034,7
57035,9
57036,0
57040,7
57041,7
57044,7
57045,8
57047,9
57048,5
57051,0
57054,5
57061,4
57066,5
57067,6
57069,5
57070,6
57071,7
57073,0
57074,0
57077,6
57079,9
57081,7
57087,4
57088,0
57089,7
57091,4
57094,4
57097,5
57099,4
57102,9
57103,0
57104,6
57105,9
57106,7
57107,5
57108,7
57122,0
57123,6
57124,7
57127,4
57129,0
57138,6
57139,5
57140,6
57142,6
57146,6
57148,7
57150,5
57151,5
57152,4
57157,7
57158,6
57161,0
57166,7
57167,9
57168,7
57169,0
57170,5
57171,7
57172,7
57173,9
57174,4
57179,4
57186,3
57194,9
57197,7
57203,4
57211,5
57212,6
57214,9
57215,0
57216,9
57222,9
57226,0
57228,3
57230,3
57235,9
57239,2
57240,5
57245,0
57247,7
57250,3
57257,5
57261,5
57262,7
57267,9
57268,7
57270,9
57273,6
57274,9
57281,9
57282,9
57286,5
57288,7
57290,0
57293,0
57294,6
57296,5
57298,2
57300,6
57305,4
57306,0
57308,4
57309,4
57311,9
57314,7
57317,5
57318,4
57319,9
57320,4
57323,3
57326,9
57328,5
57329,9
57330,9
57332,0
57334,7
57336,7
57337,5
57338,3
57339,9
57348,0
57349,4
57354,7
57357,0
57359,7
57363,7
57364,6
57371,6
57372,7
57379,3
57380,4
57382,3
57384,6
57386,6
57388,0
57389,9
57390,6
57392,7
57394,9
57398,7
57400,4
57407,7
57409,3
57410,9
57412,9
57413,4
57416,9
57421,7
57425,4
57430,5
57432,6
57433,7
57434,9
57436,4
57437,2
57438,4
57439,4
57441,7
57444,7
57446,7
57447,7
57449,3
57451,7
57453,0
57454,8
57459,7
57461,6
57463,6
57464,7
57465,6
57466,5
57468,7
57469,5
57473,2
57478,4
57479,8
57480,2
57481,7
57483,0
57486,4
57489,4
57490,6
57492,4
57493,4
57499,7
57502,3
57503,9
57504,4
57505,7
57506,5
57513,9
57514,6
57518,0
57519,5
57520,9
57521,0
57522,3
57525,3
57527,4
57528,5
57529,3
57530,3
57531,5
57532,4
57533,5
57534,9
57535,4
57536,0
57538,0
57539,7
57540,8
57541,5
57542,9
57546,7
57548,7
57549,6
57551,7
57552,7
57554,6
57555,7
57557,4
57559,4
57563,7
57568,3
57569,7
57570,6
57571,7
57572,9
57578,3
57579,0
57581,9
57583,2
57587,4
57589,0
57592,4
57593,7
57596,3
57597,6
57600,5
57603,3
57607,6
57608,5
57613,3
57615,5
57616,4
57618,9
57619,4
57620,7
57621,6
57625,3
57626,7
57627,3
57630,4
57633,4
57635,4
57637,6
57639,9
57640,7
57642,0
57644,4
57648,5
57649,9
57651,3
57661,4
57665,2
57666,4
57667,3
57669,0
57675,0
57676,4
57680,3
57681,7
57685,9
57687,8
57690,5
57693,4
57696,0
57699,5
57704,4
57706,9
57712,6
57713,2
57714,4
57715,2
57720,5
57722,7
57723,6
57725,0
57727,7
57730,5
57732,7
57735,4
57737,9
57739,4
57740,6
57745,5
57747,7
57748,3
57751,4
57752,9
57758,0
57760,3
57762,4
57763,4
57765,3
57768,7
57778,6
57781,6
57783,3
57784,6
57787,0
57790,6
57792,3
57793,9
57794,7
57795,4
57799,4
57803,6
57804,4
57805,9
57806,3
57807,9
57808,6
57809,9
57811,2
57814,7
57816,7
57817,9
57824,0
57827,0
57828,7
57831,7
57834,9
57840,4
57841,3
57843,9
57844,7
57845,9
57846,3
57847,4
57848,0
57851,3
57853,5
57854,5
57858,9
57863,6
57866,7
57868,0
57870,4
57872,5
57874,6
57875,6
57877,9
57884,2
57885,0
57886,4
57889,4
57892,0
57895,0
57900,4
57901,0
57902,3
57906,6
57909,3
57912,4
57913,9
57919,9
57920,3
57921,9
57927,6
57933,9
57935,5
57936,4
57938,0
57942,8
57944,0
57946,0
57949,0
57955,9
57956,7
57957,3
57959,0
57960,3
57962,5
57967,5
57970,6
57974,0
57978,9
57980,3
57982,5
57983,3
57985,3
57986,6
57987,3
57988,4
57990,3
57992,9
57996,0
57998,6
58000,7
58004,0
58006,6
58007,8
58010,3
58013,4
58015,0
58019,9
58021,0
58023,0
58026,5
58027,3
58029,6
58030,9
58031,2
58035,4
58041,7
58044,0
58045,2
58048,0
58050,6
58052,7
58053,4
58054,3
58057,9
58059,7
58060,0
58062,0
58066,0
58071,9
58072,0
58074,7
58077,6
58079,6
58080,9
58082,0
58084,7
58085,5
58092,4
58097,7
58102,0
58103,4
58107,3
58108,3
58111,4
58116,4
58117,6
58118,7
58119,4
58121,0
58126,7
58129,9
58130,7
58131,5
58132,9
58133,0
58140,0
58141,5
58142,0
58143,3
58144,9
58145,3
58146,6
58149,4
58150,6
58152,7
58153,4
58154,7
58156,9
58159,2
58160,7
58161,4
58163,0
58165,9
58168,6
58172,6
58174,5
58175,7
58177,9
58178,3
58182,4
58191,7
58193,5
58195,9
58199,4
58201,8
58202,9
58204,5
58205,2
58207,3
58209,2
58210,0
58211,7
58212,0
58214,2
58218,3
58219,2
58221,3
58223,9
58224,5
58227,9
58236,6
58237,6
58238,3
58240,8
58246,0
58247,9
58249,7
58251,4
58253,4
58254,0
58255,3
58257,7
58261,5
58262,6
58264,3
58267,7
58269,5
58271,5
58272,7
58273,6
58274,3
58278,7
58279,9
58283,7
58286,5
58297,3
58299,7
58301,7
58303,4
58304,2
58305,3
58306,4
58309,7
58313,0
58315,9
58317,7
58318,6
58319,9
58323,5
58325,7
58326,9
58327,9
58331,2
58332,5
58335,5
58337,0
58341,3
58342,4
58344,4
58346,6
58357,2
58361,4
58362,5
58363,9
58366,0
58369,4
58371,3
58374,6
58375,7
58376,3
58377,9
58378,7
58379,0
58382,9
58385,4
58387,7
58388,6
58389,6
58395,5
58399,6
58400,4
58403,0
58405,9
58406,6
58410,3
58411,6
58413,7
58414,4
58417,7
58418,0
58420,5
58421,4
58427,0
58430,4
58433,6
58434,6
58439,3
58441,0
58445,5
58448,7
58449,6
58451,7
58452,9
58457,0
58459,7
58460,5
58464,2
58470,7
58471,4
58475,3
58476,9
58479,4
58480,0
58482,4
58483,5
58485,4
58490,3
58491,9
58492,4
58493,0
58494,7
58495,6
58496,6
58497,4
58498,3
58501,7
58502,9
58507,5
58510,7
58512,3
58513,7
58518,6
58520,0
58525,7
58527,5
58528,7
58529,9
58532,5
58535,8
58539,0
58540,6
58541,4
58548,4
58549,7
58552,9
58559,9
58560,0
58561,7
58564,5
58567,0
58568,0
58569,7
58572,4
58573,7
58574,0
58576,3
58578,9
58579,0
58580,2
58583,5
58587,7
58589,6
58593,4
58594,4
58595,9
58596,7
58598,7
58600,4
58602,9
58606,2
58607,7
58609,7
58612,9
58615,5
58616,9
58619,4
58620,4
58622,0
58625,3
58626,0
58627,7
58631,4
58635,7
58638,9
58641,6
58642,4
58645,0
58647,7
58649,4
58654,6
58655,7
58656,2
58658,5
58660,4
58661,7
58663,7
58666,6
58668,4
58672,3
58676,3
58681,6
58682,5
58683,7
58684,6
58686,5
58687,5
58690,5
58693,5
58694,7
58696,9
58705,9
58706,4
58711,7
58712,4
58717,7
58722,3
58724,2
58725,3
58727,6
58729,7
58734,4
58736,6
58740,9
58746,9
58749,3
58751,7
58752,4
58753,4
58759,7
58764,7
58765,0
58767,2
58768,5
58772,7
58778,9
58779,9
58788,0
58790,6
58792,7
58794,0
58796,9
58799,3
58800,7
58802,4
58804,0
58805,4
58808,4
58810,3
58811,7
58813,7
58815,4
58816,4
58819,4
58820,4
58827,0
58830,7
58832,4
58834,5
58835,7
58839,7
58840,3
58842,3
58851,0
58854,3
58856,4
58859,4
58863,4
58869,2
58871,6
58872,9
58873,7
58876,6
58880,9
58881,7
58882,0
58883,0
58884,3
58885,7
58892,4
58896,3
58898,2
58905,9
58911,7
58912,9
58913,9
58914,9
58915,9
58916,7
58918,2
58922,3
58931,5
58932,7
58937,3
58938,9
58939,6
58941,8
58944,0
58946,9
58947,7
58948,4
58949,2
58950,2
58953,5
58955,6
58961,0
58964,7
58969,0
58970,6
58971,9
58972,0
58977,7
58982,3
58983,3
58989,7
58992,4
58999,2
59000,0
59003,0
59005,6
59006,0
59010,0
59012,7
59015,6
59016,3
59017,9
59018,3
59019,6
59020,9
59021,7
59022,7
59024,6
59025,5
59026,9
59027,9
59032,4
59034,7
59038,3
59041,4
59042,3
59046,7
59048,2
59054,3
59064,0
59065,0
59066,7
59068,5
59069,0
59075,3
59077,2
59078,7
59082,3
59085,2
59090,0
59091,5
59095,6
59096,4
59098,7
59099,9
59100,4
59106,4
59110,9
59113,7
59118,3
59122,3
59124,5
59125,4
59126,3
59129,9
59132,4
59133,3
59134,3
59139,9
59141,7
59142,6
59143,7
59144,7
59146,9
59147,3
59148,5
59154,9
59160,7
59161,4
59163,4
59165,2
59169,6
59171,7
59173,4
59174,9
59175,3
59176,9
59182,3
59183,9
59184,2
59186,9
59189,8
59193,0
59196,5
59197,7
59198,4
59202,9
59205,7
59207,8
59211,4
59213,4
59224,5
59225,4
59226,0
59227,0
59231,4
59234,9
59235,7
59236,7
59244,4
59246,7
59247,9
59248,4
59251,4
59256,7
59258,2
59259,9
59261,7
59263,5
59265,4
59267,0
59271,3
59276,6
59279,7
59281,7
59283,5
59287,4
59288,7
59290,4
59291,7
59292,6
59295,5
59299,0
59307,0
59308,4
59309,6
59311,5
59313,9
59315,7
59317,3
59319,4
59320,4
59321,4
59324,0
59326,4
59328,9
59329,3
59331,8
59335,4
59337,9
59341,4
59342,7
59343,7
59344,5
59345,6
59351,6
59356,9
59361,5
59362,5
59363,6
59369,5
59370,7
59372,9
59373,6
59375,4
59378,9
59379,5
59380,7
59382,6
59384,9
59387,7
59388,7
59391,6
59392,7
59397,9
59398,0
59399,7
59401,7
59404,9
59414,6
59415,7
59419,4
59423,2
59424,7
59433,9
59435,7
59440,0
59442,8
59443,0
59445,5
59447,6
59448,5
59450,5
59452,7
59453,6
59462,4
59463,0
59466,7
59467,3
59470,4
59472,7
59478,7
59479,6
59480,6
59484,9
59491,7
59493,2
59494,7
59495,2
59497,4
59498,7
59501,9
59503,6
59507,6
59509,3
59513,9
59516,9
59518,0
59519,9
59521,0
59523,2
59524,6
59528,0
59530,9
59532,4
59533,9
59536,4
59537,3
59538,4
59539,7
59540,8
59542,5
59543,4
59544,5
59550,5
59551,7
59555,5
59558,9
59560,6
59561,0
59564,4
59566,4
59571,9
59578,6
59579,6
59583,0
59585,9
59586,6
59587,7
59590,5
59591,6
59602,0
59603,4
59604,4
59611,9
59621,7
59624,9
59626,3
59627,4
59633,9
59638,9
59639,3
59640,5
59643,7
59651,8
59652,7
59653,5
59654,9
59657,5
59658,4
59660,4
59664,6
59668,0
59669,4
59670,4
59672,7
59673,5
59675,0
59677,2
59680,9
59682,7
59685,6
59686,6
59687,0
59698,5
59701,7
59702,5
59705,9
59706,9
59707,7
59712,7
59715,3
59717,7
59718,6
59720,7
59721,7
59730,6
59731,3
59732,9
59734,6
59735,7
59736,3
59739,6
59742,7
59743,6
59745,9
59748,0
59749,7
59750,4
59753,4
59755,4
59758,9
59761,5
59764,4
59765,4
59767,8
59773,7
59778,6
59780,9
59783,4
59784,6
59785,0
59787,3
59788,0
59791,6
59792,6
59794,7
59797,0
59798,4
59799,7
59802,5
59805,3
59806,5
59808,9
59809,5
59813,7
59814,0
59818,3
59820,7
59821,9
59825,9
59826,9
59828,2
59829,3
59834,2
59836,6
59837,3
59838,7
59843,0
59844,3
59846,7
59848,7
59852,3
59856,7
59857,2
59858,2
59859,4
59860,6
59861,2
59863,3
59865,0
59872,7
59878,3
59881,7
59883,7
59885,7
59886,5
59888,2
59889,3
59891,7
59894,9
59896,4
59897,9
59899,0
59901,6
59903,5
59904,6
59906,3
59908,4
59910,7
59911,9
59912,5
59918,0
59921,9
59924,2
59928,7
59929,0
59931,7
59935,7
59936,9
59937,2
59941,9
59942,6
59943,9
59945,5
59947,7
59958,4
59959,9
59960,7
59964,9
59965,9
59969,0
59970,2
59971,6
59973,2
59975,9
59977,4
59978,0
59980,2
59981,2
59982,9
59983,4
59988,5
59991,3
59992,9
59995,9
59998,5
60001,4
60005,5
60009,4
60019,3
60020,5
60024,3
60027,6
60030,7
60031,0
60036,7
60037,2
60038,2
60039,0
60041,6
60043,5
60045,6
60046,4
60048,4
60051,4
60052,5
60059,4
60063,3
60066,2
60068,0
60074,2
60077,7
60084,2
60087,9
60088,7
60090,7
60095,4
60096,5
60097,0
60101,4
60103,3
60104,5
60114,3
60116,3
60118,6
60121,4
60122,4
60127,9
60128,7
60130,4
60133,0
60134,5
60136,4
60137,3
60140,7
60143,3
60145,3
60146,0
60147,9
60148,0
60152,5
60153,3
60156,7
60158,7
60159,9
60163,7
60164,3
60165,7
60168,9
60170,7
60171,6
60172,4
60173,9
60174,3
60175,0
60176,0
60183,0
60188,7
60191,7
60196,6
60197,7
60198,0
60204,9
60205,4
60207,4
60208,3
60211,7
60215,9
60220,7
60221,0
60223,5
60230,5
60232,9
60233,0
60236,5
60237,9
60239,7
60240,3
60244,9
60246,7
60256,6
60259,3
60261,0
60264,0
60265,8
60266,6
60267,0
60268,0
60271,4
60273,7
60276,6
60279,4
60282,3
60285,3
60287,0
60289,4
60291,5
60292,7
60295,6
60299,4
60305,9
60306,4
60308,4
60309,2
60310,3
60312,4
60316,0
60319,4
60322,6
60326,7
60327,0
60329,4
60330,4
60332,0
60335,0
60342,3
60347,4
60349,5
60350,9
60353,8
60361,7
60363,6
60365,6
60367,4
60369,4
60371,9
60378,4
60379,9
60380,0
60381,7
60389,4
60392,3
60394,7
60395,5
60397,7
60398,4
60404,4
60405,4
60407,5
60409,3
60412,5
60413,6
60415,4
60416,3
60417,0
60418,0
60424,5
60431,3
60432,7
60433,0
60436,4
60440,9
60441,2
60443,7
60444,3
60447,0
60453,3
60455,7
60456,4
60458,6
60459,3
60462,6
60463,0
60466,5
60473,7
60474,0
60480,4
60482,9
60483,0
60484,9
60487,0
60490,9
60497,3
60499,4
60501,6
60504,3
60505,7
60507,5
60514,4
60515,3
60520,2
60523,3
60524,6
60531,9
60532,0
60533,9
60536,3
60537,4
60540,5
60544,5
60545,4
60549,3
60554,4
60556,7
60558,0
60560,7
60561,3
60563,9
60564,6
60566,7
60567,4
60570,7
60571,9
60573,2
60576,4
60579,5
60582,7
60585,9
60586,7
60587,6
60589,7
60590,9
60593,0
60595,7
60596,7
60598,0
60600,5
60602,9
60605,5
60610,4
60616,8
60618,6
60619,6
60620,5
60625,7
60628,5
60630,0
60632,9
60633,4
60635,4
60642,7
60644,0
60645,7
60647,6
60648,0
60653,6
60655,7
60656,9
60657,0
60663,2
60667,6
60671,0
60673,9
60674,9
60675,4
60676,7
60678,4
60679,6
60682,3
60683,3
60686,7
60687,3
60689,3
60691,7
60692,6
60695,7
60698,0
60702,5
60704,3
60718,3
60722,4
60723,6
60725,3
60730,9
60731,9
60732,6
60739,5
60740,4
60741,5
60742,4
60746,0
60752,3
60759,9
60760,0
60761,9
60763,5
60765,7
60766,4
60768,5
60774,0
60776,7
60777,3
60778,0
60780,5
60781,5
60783,4
60784,4
60789,4
60792,0
60794,5
60797,3
60798,7
60800,2
60810,2
60811,7
60813,4
60815,9
60817,7
60819,0
60820,9
60824,9
60825,0
60826,7
60827,9
60831,4
60832,4
60834,5
60835,5
60836,2
60838,3
60839,6
60842,2
60846,6
60848,7
60851,4
60853,6
60854,5
60856,9
60857,0
60858,7
60860,0
60862,6
60864,6
60866,9
60868,7
60869,4
60871,2
60872,6
60874,8
60875,4
60879,4
60881,6
60882,5
60883,7
60884,6
60887,7
60889,7
60894,7
60895,4
60896,9
60899,7
60900,7
60910,6
60911,5
60913,0
60914,3
60915,3
60916,9
60917,7
60920,3
60921,0
60922,4
60923,9
60925,5
60926,4
60927,3
60928,9
60930,2
60936,7
60937,8
60938,5
60941,4
60942,7
60944,2
60947,0
60951,4
60953,9
60956,8
60957,5
60958,4
60962,7
60963,4
60964,7
60965,9
60967,9
60968,6
60980,0
60981,4
60982,4
60983,9
60984,5
60989,7
60994,5
60995,0
61000,7
61002,5
61004,3
61006,4
61010,4
61013,3
61015,2
61017,5
61018,0
61019,7
61021,3
61023,0
61029,3
61031,7
61032,4
61034,4
61041,9
61043,9
61045,0
61049,9
61051,2
61053,9
61054,6
61058,7
61060,9
61061,4
61062,9
61063,3
61064,7
61066,9
61067,0
61071,7
61077,4
61079,3
61081,3
61082,3
61085,6
61088,7
61089,9
61091,8
61094,0
61096,9
61100,7
61102,7
61104,0
61107,7
61108,3
61110,9
61114,2
61117,0
61118,2
61120,5
61121,9
61126,4
61131,6
61132,2
61133,2
61135,0
61136,5
61138,9
61139,6
61141,3
61144,5
61145,7
61146,5
61147,9
61154,5
61156,3
61160,5
61162,6
61167,0
61170,4
61172,8
61177,7
61180,7
61181,7
61182,6
61183,7
61185,5
61187,7
61189,7
61190,3
61191,4
61197,2
61199,5
61200,5
61203,9
61207,4
61210,4
61212,7
61216,9
61217,4
61219,9
61220,9
61221,4
61223,0
61225,9
61228,4
61230,5
61231,9
61233,9
61234,4
61239,8
61240,4
61241,7
61244,0
61245,9
61246,0
61247,7
61250,3
61252,4
61255,7
61260,0
61261,6
61266,2
61267,7
61270,7
61271,8
61273,7
61276,5
61277,4
61280,7
61282,2
61283,3
61285,3
61288,4
61289,3
61290,9
61291,3
61296,4
61297,0
61307,6
61308,5
61309,6
61311,7
61314,7
61316,9
61321,9
61323,3
61326,7
61327,7
61328,4
61333,0
61335,2
61336,4
61338,9
61340,6
61343,9
61344,2
61345,7
61346,5
61354,5
61355,7
61358,0
61359,4
61361,0
61365,7
61367,0
61371,9
61376,7
61378,8
61380,2
61381,6
61383,9
61384,6
61385,7
61387,7
61390,3
61391,6
61392,5
61396,4
61401,2
61402,5
61403,6
61404,9
61405,4
61411,9
61417,2
61421,7
61426,7
61427,9
61429,5
61435,0
61436,4
61438,9
61439,7
61441,7
61442,2
61443,0
61445,6
61446,6
61447,4
61451,2
61452,7
61459,0
61460,0
61469,2
61470,6
61471,8
61472,8
61475,5
61477,6
61478,4
61479,7
61480,3
61483,6
61484,7
61485,3
61486,0
61487,0
61490,2
61491,5
61495,4
61497,7
61499,7
61505,5
61506,3
61508,4
61509,0
61512,9
61513,9
61515,0
61519,5
61522,5
61525,6
61526,6
61527,0
61530,4
61533,9
61535,0
61537,0
61540,8
61541,4
61546,2
61549,0
61551,7
61554,7
61557,9
61558,0
61562,9
61563,6
61565,4
61569,7
61572,5
61573,7
61577,3
61579,6
61583,5
61584,6
61585,0
61592,3
61593,8
61594,2
61596,0
61597,5
61598,0
61607,9
61615,5
61617,5
61619,5
61620,9
61621,3
61624,9
61625,9
61629,7
61634,7
61640,0
61643,9
61646,4
61647,4
61648,5
61652,7
61653,5
61654,4
61659,9
61664,0
61666,7
61668,3
61669,2
61670,3
61671,6
61674,9
61677,7
61680,9
61682,7
61683,7
61684,2
61687,3
61688,6
61691,9
61692,3
61695,0
61699,9
61700,3
61703,6
61704,7
61705,7
61706,9
61710,0
61713,5
61718,2
61722,9
61724,9
61725,9
61728,0
61729,0
61731,9
61732,4
61734,4
61735,0
61739,5
61740,2
61748,9
61749,4
61751,7
61752,2
61757,6
61760,3
61766,4
61767,4
61775,5
61776,7
61779,0
61780,3
61781,9
61783,4
61784,7
61787,0
61788,4
61790,0
61791,0
61793,0
61794,9
61795,3
61797,7
61800,9
61809,9
61810,6
61812,4
61815,0
61816,7
61819,3
61820,7
61821,6
61832,7
61833,4
61834,6
61835,4
61836,6
61839,6
61840,7
61841,0
61847,6
61848,5
61852,4
61854,4
61856,7
61858,2
61859,4
61864,5
61867,3
61870,4
61871,6
61873,0
61874,9
61878,3
61888,3
61889,4
61892,5
61893,6
61895,4
61896,9
61898,4
61900,9
61904,8
61905,5
61906,7
61907,5
61908,3
61909,6
61911,0
61912,7
61914,6
61916,2
61917,0
61918,2
61923,5
61927,7
61930,4
61931,0
61935,2
61936,6
61937,2
61941,4
61942,9
61945,7
61948,3
61949,5
61957,7
61958,7
61961,0
61964,3
61966,4
61968,3
61973,9
61974,2
61976,4
61978,0
61980,7
61981,2
61982,2
61983,7
61984,4
61985,6
61989,9
61992,7
61994,2
61997,0
62000,4
62001,4
62005,7
62007,3
62009,2
62011,7
62013,2
